"n","error","cell","rep","method","n_taxa","fdr","n_rej","tpr","fpr05","fpr01","ks","p_min","d0"
100,"missing","null",11,"fl_199",500,0,0,NA,0.032,0.004,0.035,0.005,4.57606788658083
100,"missing","null",11,"fl_999",500,0,0,NA,0.036,0.01,0.0359999999999999,0.001,4.57606788658083
100,"missing","null",11,"fl_9999",500,0,0,NA,0.036,0.008,0.0373,2e-04,4.57606788658083
100,"missing","null",11,"pvw_199",500,1,1,NA,0.038,0.01,0.0466006696059531,9.6723656072912e-05,4.57606788658083
100,"missing","null",11,"pvt_199",500,1,1,NA,0.048,0.014,0.0465757869891507,1.25374490744109e-05,4.57606788658083
100,"missing","null",11,"mm_199",500,1,1,NA,0.04,0.01,0.0930052345057168,7.53890385978001e-06,4.57606788658083
100,"missing","null",11,"pvw_999",500,0,0,NA,0.038,0.008,0.0435004790567284,0.000130154408405829,4.57606788658083
100,"missing","null",11,"pvt_999",500,1,1,NA,0.048,0.014,0.0440291283959173,1.06625674872318e-05,4.57606788658083
100,"missing","null",11,"mm_999",500,1,1,NA,0.038,0.008,0.096,1.4251097027227e-05,4.57606788658083
100,"missing","null",12,"ols",500,0,0,NA,0.064,0.014,0.0477616640648881,0.00204004090124261,3.80210618311892
100,"missing","null",12,"modt",500,0,0,NA,0.064,0.01,0.051053093978663,0.00182281097163694,3.80210618311892
100,"missing","null",12,"fl_199",500,0,0,NA,0.054,0.008,0.05,0.005,3.80210618311892
100,"missing","null",12,"fl_999",500,0,0,NA,0.064,0.012,0.048,0.002,3.80210618311892
100,"missing","null",12,"fl_9999",500,0,0,NA,0.064,0.014,0.049,0.002,3.80210618311892
100,"missing","null",12,"pvw_199",500,0,0,NA,0.068,0.01,0.0599352237212168,0.00197686883516684,3.80210618311892
100,"missing","null",12,"pvt_199",500,0,0,NA,0.072,0.016,0.0642554790411062,0.000643191659501369,3.80210618311892
100,"missing","null",12,"mm_199",500,0,0,NA,0.068,0.018,0.086,0.000611280516295459,3.80210618311892
100,"missing","null",12,"pvw_999",500,0,0,NA,0.066,0.014,0.0597183344350072,0.00238129699303954,3.80210618311892
100,"missing","null",12,"pvt_999",500,0,0,NA,0.07,0.02,0.0637017207569907,0.000818518567708722,3.80210618311892
100,"missing","null",12,"mm_999",500,0,0,NA,0.062,0.014,0.092,0.00120444070941818,3.80210618311892
100,"missing","null",13,"ols",500,0,0,NA,0.042,0.014,0.0213435694519621,0.000764393740078901,4.13360698174381
100,"missing","null",13,"modt",500,0,0,NA,0.038,0.014,0.0197425396545029,0.000566749882081194,4.13360698174381
100,"missing","null",13,"fl_199",500,0,0,NA,0.038,0.002,0.025,0.005,4.13360698174381
100,"missing","null",13,"fl_999",500,0,0,NA,0.044,0.014,0.0249999999999999,0.001,4.13360698174381
100,"missing","null",13,"fl_9999",500,0,0,NA,0.044,0.014,0.0229,4e-04,4.13360698174381
100,"missing","null",13,"pvw_199",500,0,0,NA,0.048,0.016,0.0317566483421325,0.00093140279970762,4.13360698174381
100,"missing","null",13,"pvt_199",500,0,0,NA,0.056,0.018,0.0369888842674983,0.000635675885881261,4.13360698174381
100,"missing","null",13,"mm_199",500,0,0,NA,0.046,0.012,0.088,0.000444179228365048,4.13360698174381
100,"missing","null",13,"pvw_999",500,0,0,NA,0.046,0.014,0.0314502443497159,0.00100493045376509,4.13360698174381
100,"missing","null",13,"pvt_999",500,0,0,NA,0.056,0.016,0.0349083576785186,0.000337037861840905,4.13360698174381
100,"missing","null",13,"mm_999",500,0,0,NA,0.046,0.014,0.118,0.0005079347247595,4.13360698174381
100,"missing","null",14,"ols",500,0,0,NA,0.042,0.004,0.0385378648133323,0.00301298721270798,4.09993731701442
100,"missing","null",14,"modt",500,0,0,NA,0.042,0.006,0.0412498194138217,0.0028790372622927,4.09993731701442
100,"missing","null",14,"fl_199",500,0,0,NA,0.042,0.004,0.0429999999999999,0.005,4.09993731701442
100,"missing","null",14,"fl_999",500,0,0,NA,0.046,0.006,0.041,0.003,4.09993731701442
100,"missing","null",14,"fl_9999",500,0,0,NA,0.044,0.004,0.0387,0.0024,4.09993731701442
100,"missing","null",14,"pvw_199",500,0,0,NA,0.05,0.008,0.0452630459503568,0.00264228539033183,4.09993731701442
100,"missing","null",14,"pvt_199",500,0,0,NA,0.06,0.01,0.0455820615316777,0.00172231981722205,4.09993731701442
100,"missing","null",14,"mm_199",500,0,0,NA,0.04,0.01,0.0940777765982915,0.00142862191481536,4.09993731701442
100,"missing","null",14,"pvw_999",500,0,0,NA,0.042,0.006,0.0445368942463999,0.0032699384502983,4.09993731701442
100,"missing","null",14,"pvt_999",500,0,0,NA,0.05,0.008,0.0444251812601675,0.00166904273946889,4.09993731701442
100,"missing","null",14,"mm_999",500,0,0,NA,0.042,0.006,0.11,0.00246356223406124,4.09993731701442
100,"missing","null",15,"ols",500,0,0,NA,0.048,0.006,0.0398593304305693,0.00177973724789821,3.8041797862046
100,"missing","null",15,"modt",500,0,0,NA,0.05,0.008,0.0361102118758638,0.00144568290296072,3.8041797862046
100,"missing","null",15,"fl_199",500,0,0,NA,0.046,0.004,0.04,0.005,3.8041797862046
100,"missing","null",15,"fl_999",500,0,0,NA,0.05,0.002,0.038,0.001,3.8041797862046
100,"missing","null",15,"fl_9999",500,0,0,NA,0.05,0.008,0.0415,0.0019,3.8041797862046
100,"missing","null",15,"pvw_199",500,0,0,NA,0.05,0.008,0.0273345917753431,0.00301693808332576,3.8041797862046
100,"missing","null",15,"pvt_199",500,0,0,NA,0.06,0.014,0.0273864252201346,0.000984555226655355,3.8041797862046
100,"missing","null",15,"mm_199",500,0,0,NA,0.05,0.01,0.0907911700639883,0.000530080222458583,3.8041797862046
100,"missing","null",15,"pvw_999",500,0,0,NA,0.05,0.008,0.0307742805392477,0.00257532321417046,3.8041797862046
100,"missing","null",15,"pvt_999",500,0,0,NA,0.06,0.01,0.029653587854174,0.000964485084669504,3.8041797862046
100,"missing","null",15,"mm_999",500,0,0,NA,0.048,0.004,0.098,0.00116083263817249,3.8041797862046
100,"missing","null",16,"ols",500,0,0,NA,0.058,0.004,0.0389137155218371,0.000829132999035634,3.76748266415272
100,"missing","null",16,"modt",500,0,0,NA,0.056,0.004,0.0398249226277785,0.000699108350796503,3.76748266415272
100,"missing","null",16,"fl_199",500,0,0,NA,0.054,0.002,0.039,0.005,3.76748266415272
100,"missing","null",16,"fl_999",500,0,0,NA,0.058,0.004,0.04,0.002,3.76748266415272
100,"missing","null",16,"fl_9999",500,0,0,NA,0.058,0.004,0.0382,0.0012,3.76748266415272
100,"missing","null",16,"pvw_199",500,0,0,NA,0.056,0.006,0.0381988822027109,0.00189697527384564,3.76748266415272
100,"missing","null",16,"pvt_199",500,0,0,NA,0.07,0.012,0.0380541376311598,0.000891736779888677,3.76748266415272
100,"missing","null",16,"mm_199",500,0,0,NA,0.056,0.008,0.0790234388226034,0.0016653690263575,3.76748266415272
100,"missing","null",16,"pvw_999",500,0,0,NA,0.062,0.004,0.0414445336560942,0.0010799702864186,3.76748266415272
100,"missing","null",16,"pvt_999",500,0,0,NA,0.066,0.014,0.0416317173064179,0.000326260080748283,3.76748266415272
100,"missing","null",16,"mm_999",500,0,0,NA,0.056,0.004,0.122,0.00531404961948147,3.76748266415272
100,"missing","null",17,"ols",500,0,0,NA,0.044,0.01,0.0307245312687993,0.00030024690618333,3.82103398317502
100,"missing","null",17,"modt",500,0,0,NA,0.044,0.012,0.0305816764683926,0.000309655470067321,3.82103398317502
100,"missing","null",17,"fl_199",500,0,0,NA,0.038,0.004,0.036,0.005,3.82103398317502
100,"missing","null",17,"fl_999",500,0,0,NA,0.044,0.008,0.032,0.003,3.82103398317502
100,"missing","null",17,"fl_9999",500,0,0,NA,0.042,0.01,0.0326,5e-04,3.82103398317502
100,"missing","null",17,"pvw_199",500,0,0,NA,0.044,0.008,0.0323331437519793,0.000421919250054434,3.82103398317502
100,"missing","null",17,"pvt_199",500,0,0,NA,0.058,0.018,0.0376020351570006,0.000203816655164505,3.82103398317502
100,"missing","null",17,"mm_199",500,1,1,NA,0.042,0.01,0.076,9.35850171695755e-05,3.82103398317502
100,"missing","null",17,"pvw_999",500,0,0,NA,0.044,0.01,0.0339126657600048,0.000416608701267174,3.82103398317502
100,"missing","null",17,"pvt_999",500,1,1,NA,0.058,0.014,0.0415604714994483,8.40223400849644e-05,3.82103398317502
100,"missing","null",17,"mm_999",500,0,0,NA,0.04,0.012,0.14,0.00053753620691172,3.82103398317502
100,"missing","null",18,"ols",500,0,0,NA,0.056,0.006,0.0665072143514516,0.00634917028035211,3.88206816052594
100,"missing","null",18,"modt",500,0,0,NA,0.052,0.008,0.0694542291273018,0.00650013432662225,3.88206816052594
100,"missing","null",18,"fl_199",500,0,0,NA,0.05,0.004,0.055,0.005,3.88206816052594
100,"missing","null",18,"fl_999",500,0,0,NA,0.052,0.01,0.066,0.005,3.88206816052594
100,"missing","null",18,"fl_9999",500,0,0,NA,0.054,0.008,0.0668,0.0059,3.88206816052594
100,"missing","null",18,"pvw_199",500,0,0,NA,0.054,0.01,0.0697584213701742,0.00562161855712229,3.88206816052594
100,"missing","null",18,"pvt_199",500,0,0,NA,0.062,0.014,0.0763647811879767,0.00378780202439025,3.88206816052594
100,"missing","null",18,"mm_199",500,0,0,NA,0.056,0.014,0.0858106106095853,0.00203896789065038,3.88206816052594
100,"missing","null",18,"pvw_999",500,0,0,NA,0.052,0.008,0.0782236268049965,0.0064551612844299,3.88206816052594
100,"missing","null",18,"pvt_999",500,0,0,NA,0.066,0.012,0.0819426747667185,0.00350818281374305,3.88206816052594
100,"missing","null",18,"mm_999",500,0,0,NA,0.054,0.012,0.126,0.00494837562148376,3.88206816052594
100,"missing","null",19,"ols",500,0,0,NA,0.04,0.01,0.037413906591677,0.00100457848322282,4.44323328321185
100,"missing","null",19,"modt",500,0,0,NA,0.038,0.01,0.0366346460787192,0.000792500469128006,4.44323328321185
100,"missing","null",19,"fl_199",500,0,0,NA,0.036,0.006,0.037,0.005,4.44323328321185
100,"missing","null",19,"fl_999",500,0,0,NA,0.036,0.01,0.038,0.001,4.44323328321185
100,"missing","null",19,"fl_9999",500,0,0,NA,0.042,0.01,0.0379,9e-04,4.44323328321185
100,"missing","null",19,"pvw_199",500,0,0,NA,0.04,0.01,0.0302550236364914,0.000634059680163714,4.44323328321185
100,"missing","null",19,"pvt_199",500,0,0,NA,0.044,0.014,0.0219729454565568,0.000216865371310388,4.44323328321185
100,"missing","null",19,"mm_199",500,1,1,NA,0.042,0.01,0.108,1.72897130174875e-05,4.44323328321185
100,"missing","null",19,"pvw_999",500,0,0,NA,0.038,0.01,0.0329044612042269,0.000814230433427311,4.44323328321185
100,"missing","null",19,"pvt_999",500,0,0,NA,0.046,0.012,0.0255489672819172,0.000292898378549582,4.44323328321185
100,"missing","null",19,"mm_999",500,0,0,NA,0.038,0.01,0.118,0.000649173249045319,4.44323328321185
100,"missing","null",20,"ols",500,0,0,NA,0.038,0.006,0.0271633925415273,0.002770553955457,4.40884546480864
100,"missing","null",20,"modt",500,0,0,NA,0.036,0.004,0.025355995788637,0.0022552794030702,4.40884546480864
100,"missing","null",20,"fl_199",500,0,0,NA,0.03,0,0.026,0.01,4.40884546480864
100,"missing","null",20,"fl_999",500,0,0,NA,0.034,0.004,0.025,0.005,4.40884546480864
100,"missing","null",20,"fl_9999",500,0,0,NA,0.034,0.006,0.0293,0.0032,4.40884546480864
100,"missing","null",20,"pvw_199",500,0,0,NA,0.036,0.006,0.0344647400055874,0.0059830295792288,4.40884546480864
100,"missing","null",20,"pvt_199",500,0,0,NA,0.05,0.008,0.0366944444247712,0.00228416657134299,4.40884546480864
100,"missing","null",20,"mm_199",500,0,0,NA,0.04,0.01,0.088,0.00273476076954096,4.40884546480864
100,"missing","null",20,"pvw_999",500,0,0,NA,0.034,0.006,0.0326987741920488,0.00370286936537914,4.40884546480864
100,"missing","null",20,"pvt_999",500,0,0,NA,0.046,0.01,0.036794261621734,0.00158726234603838,4.40884546480864
100,"missing","null",20,"mm_999",500,0,0,NA,0.036,0.006,0.114,0.00232504717727138,4.40884546480864
10,"gauss","alt",1,"ols",500,0,0,0,0.0444444444444444,0.00444444444444444,0.031282003424774,0.000975105426959901,4.13438937191883
10,"gauss","alt",1,"modt",500,0,0,0,0.0444444444444444,0.00666666666666667,0.0280610107381192,0.000386537662149489,4.13438937191883
10,"gauss","alt",1,"fl_199",500,0,0,0,0.0555555555555556,0.00888888888888889,0.0244444444444444,0.005,4.13438937191883
10,"gauss","alt",1,"fl_999",500,0,0,0,0.0555555555555556,0.00444444444444444,0.0338888888888889,0.002,4.13438937191883
10,"gauss","alt",1,"fl_9999",500,0,0,0,0.0511111111111111,0.00444444444444444,0.0312555555555555,4e-04,4.13438937191883
10,"gauss","alt",1,"pvw_199",500,0,0,0,0.0644444444444444,0.00222222222222222,0.079428700122494,0.00352205337409089,4.13438937191883
10,"gauss","alt",1,"pvt_199",500,0.5,14,0.14,0.128888888888889,0.0511111111111111,0.0986501284195972,9.14464993929004e-10,4.13438937191883
10,"gauss","alt",1,"mm_199",500,0.333333333333333,3,0.04,0.0555555555555556,0.0155555555555556,0.191111111111111,4.35021501585091e-06,4.13438937191883
10,"gauss","alt",1,"pvw_999",500,0,0,0,0.0511111111111111,0.00222222222222222,0.0713419648294036,0.00625729671372992,4.13438937191883
10,"gauss","alt",1,"pvt_999",500,0.458333333333333,24,0.26,0.131111111111111,0.0533333333333333,0.0947579005872381,1.21508531566465e-09,4.13438937191883
10,"gauss","alt",1,"mm_999",500,0,0,0,0.0533333333333333,0.00666666666666667,0.357777777777778,0.00323746881958775,4.13438937191883
10,"gauss","alt",2,"ols",500,0,0,0,0.0577777777777778,0.0177777777777778,0.0393096692193422,0.00164793913350649,3.58873655229504
10,"gauss","alt",2,"modt",500,0,0,0,0.0511111111111111,0.0155555555555556,0.0444605598672836,0.000562975289962503,3.58873655229504
10,"gauss","alt",2,"fl_199",500,0,0,0,0.0377777777777778,0.00444444444444444,0.0322222222222222,0.005,3.58873655229504
10,"gauss","alt",2,"fl_999",500,0,0,0,0.0511111111111111,0.0133333333333333,0.0327777777777778,0.003,3.58873655229504
10,"gauss","alt",2,"fl_9999",500,0,0,0,0.06,0.0133333333333333,0.0383555555555556,0.0018,3.58873655229504
10,"gauss","alt",2,"pvw_199",500,0,0,0,0.0622222222222222,0.00444444444444444,0.101372134244759,0.00877455424270134,3.58873655229504
10,"gauss","alt",2,"pvt_199",500,0.842105263157895,19,0.06,0.128888888888889,0.06,0.125444750912099,4.24489843694115e-08,3.58873655229504
10,"gauss","alt",2,"mm_199",500,1,1,0,0.0422222222222222,0.0155555555555556,0.2,3.60949846135509e-06,3.58873655229504
10,"gauss","alt",2,"pvw_999",500,0,0,0,0.06,0.00222222222222222,0.102510195331415,0.00851239971101596,3.58873655229504
10,"gauss","alt",2,"pvt_999",500,0.833333333333333,18,0.06,0.126666666666667,0.0644444444444444,0.126035732351775,2.78861416849913e-08,3.58873655229504
10,"gauss","alt",2,"mm_999",500,0,0,0,0.0622222222222222,0.0133333333333333,0.344444444444444,0.00115028229948812,3.58873655229504
10,"gauss","alt",3,"ols",500,0,0,0,0.04,0.00888888888888889,0.0451316794391254,0.00363832266620075,3.59140823229905
10,"gauss","alt",3,"modt",500,0,0,0,0.0488888888888889,0.0111111111111111,0.0499078714708908,0.00190867814974572,3.59140823229905
10,"gauss","alt",3,"fl_199",500,0,0,0,0.0422222222222222,0.00222222222222222,0.0444444444444445,0.005,3.59140823229905
10,"gauss","alt",3,"fl_999",500,0,0,0,0.04,0.00666666666666667,0.0447777777777777,0.005,3.59140823229905
10,"gauss","alt",3,"fl_9999",500,0,0,0,0.04,0.00888888888888889,0.0455888888888889,0.004,3.59140823229905
10,"gauss","alt",3,"pvw_199",500,0,0,0,0.0533333333333333,0.00666666666666667,0.0598347580578024,0.00557259807958143,3.59140823229905
10,"gauss","alt",3,"pvt_199",500,0.789473684210526,19,0.08,0.106666666666667,0.0444444444444444,0.0944165376429287,2.57862244455767e-06,3.59140823229905
10,"gauss","alt",3,"mm_199",500,0,0,0,0.0466666666666667,0.0111111111111111,0.235555555555556,0.000207519414909951,3.59140823229905
10,"gauss","alt",3,"pvw_999",500,0,0,0,0.0466666666666667,0.00222222222222222,0.0565278577929943,0.00818433695306303,3.59140823229905
10,"gauss","alt",3,"pvt_999",500,0.764705882352941,17,0.08,0.104444444444444,0.0466666666666667,0.0920416626211925,1.0932351119317e-06,3.59140823229905
10,"gauss","alt",3,"mm_999",500,0,0,0,0.0622222222222222,0.00666666666666667,0.466666666666667,0.00232527328801612,3.59140823229905
10,"gauss","alt",4,"ols",500,0,0,0,0.0555555555555556,0.0111111111111111,0.0271839183251629,0.000661548526774639,3.77099437352395
10,"gauss","alt",4,"modt",500,0,0,0,0.0511111111111111,0.00666666666666667,0.0347338356397572,0.00105492392669681,3.77099437352395
10,"gauss","alt",4,"fl_199",500,0,0,0,0.06,0.00666666666666667,0.0266666666666667,0.005,3.77099437352395
10,"gauss","alt",4,"fl_999",500,0,0,0,0.0555555555555556,0.0177777777777778,0.0251111111111111,0.001,3.77099437352395
10,"gauss","alt",4,"fl_9999",500,0,0,0,0.0555555555555556,0.0177777777777778,0.0268111111111111,0.001,3.77099437352395
10,"gauss","alt",4,"pvw_199",500,0,0,0,0.0777777777777778,0.0111111111111111,0.0914568073618703,0.00314614511939903,3.77099437352395
10,"gauss","alt",4,"pvt_199",500,0.636363636363636,33,0.24,0.128888888888889,0.0622222222222222,0.114321858439229,7.3037367160221e-10,3.77099437352395
10,"gauss","alt",4,"mm_199",500,0.5,2,0.02,0.0622222222222222,0.0177777777777778,0.184444444444444,2.09696876078858e-06,3.77099437352395
10,"gauss","alt",4,"pvw_999",500,0,0,0,0.0711111111111111,0.00888888888888889,0.0889322874924759,0.00641341085721524,3.77099437352395
10,"gauss","alt",4,"pvt_999",500,0.606060606060606,33,0.26,0.124444444444444,0.0666666666666667,0.118328515280332,5.42718784335784e-11,3.77099437352395
10,"gauss","alt",4,"mm_999",500,0,0,0,0.06,0.0155555555555556,0.346666666666667,0.000216283393476597,3.77099437352395
10,"gauss","alt",5,"ols",500,0,0,0,0.0555555555555556,0.0133333333333333,0.0458634181434007,0.0005927449010591,4.02901181894
10,"gauss","alt",5,"modt",500,1,1,0,0.0533333333333333,0.00888888888888889,0.040310633944934,4.70432854039351e-05,4.02901181894
10,"gauss","alt",5,"fl_199",500,0,0,0,0.0422222222222222,0,0.0394444444444444,0.01,4.02901181894
10,"gauss","alt",5,"fl_999",500,0,0,0,0.0511111111111111,0.00666666666666667,0.0411111111111111,0.003,4.02901181894
10,"gauss","alt",5,"fl_9999",500,0,0,0,0.0577777777777778,0.0111111111111111,0.0470777777777778,0.0022,4.02901181894
10,"gauss","alt",5,"pvw_199",500,0,0,0,0.0622222222222222,0.00222222222222222,0.0902952637187958,0.00414082479146636,4.02901181894
10,"gauss","alt",5,"pvt_199",500,0.772727272727273,22,0.1,0.122222222222222,0.0622222222222222,0.112461512798198,1.60198025421594e-11,4.02901181894
10,"gauss","alt",5,"mm_199",500,0,0,0,0.0488888888888889,0.00888888888888889,0.195555555555556,0.00315719746535511,4.02901181894
10,"gauss","alt",5,"pvw_999",500,0,0,0,0.06,0.00222222222222222,0.0962679333491808,0.00537614039865772,4.02901181894
10,"gauss","alt",5,"pvt_999",500,0.739130434782609,23,0.12,0.128888888888889,0.0622222222222222,0.128930193982617,7.25810347956458e-12,4.02901181894
10,"gauss","alt",5,"mm_999",500,0,0,0,0.0555555555555556,0.00444444444444444,0.364444444444444,0.00151690289235271,4.02901181894
10,"gauss","alt",6,"ols",500,0,0,0,0.0577777777777778,0.0111111111111111,0.0465603315018581,0.000270890278653626,3.41661897151845
10,"gauss","alt",6,"modt",500,0,0,0,0.0511111111111111,0.00888888888888889,0.0544543702883978,0.000583678023951104,3.41661897151845
10,"gauss","alt",6,"fl_199",500,0,0,0,0.0511111111111111,0,0.0444444444444444,0.005,3.41661897151845
10,"gauss","alt",6,"fl_999",500,0,0,0,0.0511111111111111,0.00888888888888889,0.0447777777777778,0.001,3.41661897151845
10,"gauss","alt",6,"fl_9999",500,0,0,0,0.0555555555555556,0.0111111111111111,0.0469444444444444,2e-04,3.41661897151845
10,"gauss","alt",6,"pvw_199",500,0,0,0,0.0733333333333333,0.00222222222222222,0.104911978164527,0.0070150785909111,3.41661897151845
10,"gauss","alt",6,"pvt_199",500,0.666666666666667,21,0.14,0.151111111111111,0.0688888888888889,0.128944596578258,1.1002654486957e-13,3.41661897151845
10,"gauss","alt",6,"mm_199",500,0,1,0.02,0.0622222222222222,0.0133333333333333,0.213333333333333,6.48333804397305e-06,3.41661897151845
10,"gauss","alt",6,"pvw_999",500,0,0,0,0.0644444444444444,0.00222222222222222,0.105804218554533,0.0063992894293222,3.41661897151845
10,"gauss","alt",6,"pvt_999",500,0.705882352941177,17,0.1,0.153333333333333,0.0688888888888889,0.131310262428434,4.9626320530774e-14,3.41661897151845
10,"gauss","alt",6,"mm_999",500,0,1,0.02,0.0622222222222222,0.0111111111111111,0.386666666666667,4.21516543078993e-05,3.41661897151845
10,"gauss","alt",7,"ols",500,0,0,0,0.0533333333333333,0.00666666666666667,0.0417523610962289,0.000201952546740319,3.94723119898903
10,"gauss","alt",7,"modt",500,0,0,0,0.0533333333333333,0.0177777777777778,0.0351323950017101,0.000190051780761455,3.94723119898903
10,"gauss","alt",7,"fl_199",500,0,0,0,0.04,0.00444444444444444,0.0483333333333333,0.005,3.94723119898903
10,"gauss","alt",7,"fl_999",500,0,0,0,0.0466666666666667,0.00888888888888889,0.0426666666666667,0.001,3.94723119898903
10,"gauss","alt",7,"fl_9999",500,0,0,0,0.0511111111111111,0.00888888888888889,0.0433222222222222,4e-04,3.94723119898903
10,"gauss","alt",7,"pvw_199",500,0,0,0,0.0444444444444444,0.00222222222222222,0.0708197388824725,0.00844036592675068,3.94723119898903
10,"gauss","alt",7,"pvt_199",500,0.666666666666667,21,0.14,0.111111111111111,0.0622222222222222,0.103665950326925,9.92525065175186e-17,3.94723119898903
10,"gauss","alt",7,"mm_199",500,1,1,0,0.0444444444444444,0.0111111111111111,0.217777777777778,8.27023244445211e-09,3.94723119898903
10,"gauss","alt",7,"pvw_999",500,0,0,0,0.0555555555555556,0.00222222222222222,0.0674669100190608,0.00545003141628252,3.94723119898903
10,"gauss","alt",7,"pvt_999",500,0.666666666666667,18,0.12,0.111111111111111,0.0577777777777778,0.100894917192756,4.13895142306289e-17,3.94723119898903
10,"gauss","alt",7,"mm_999",500,1,1,0,0.0622222222222222,0.00888888888888889,0.408888888888889,3.22924138779056e-06,3.94723119898903
10,"gauss","alt",8,"ols",500,0,0,0,0.0444444444444444,0.00666666666666667,0.0289132992923718,0.00116038772407649,4.27564263328791
10,"gauss","alt",8,"modt",500,0,0,0,0.06,0.00888888888888889,0.0291611370693201,0.00157272998587694,4.27564263328791
10,"gauss","alt",8,"fl_199",500,0,0,0,0.0333333333333333,0,0.0261111111111111,0.01,4.27564263328791
10,"gauss","alt",8,"fl_999",500,0,0,0,0.04,0.00444444444444444,0.026,0.004,4.27564263328791
10,"gauss","alt",8,"fl_9999",500,0,0,0,0.0488888888888889,0.00444444444444444,0.0243777777777778,0.0036,4.27564263328791
10,"gauss","alt",8,"pvw_199",500,0,0,0,0.0488888888888889,0,0.0917468470668956,0.00761593320952535,4.27564263328791
10,"gauss","alt",8,"pvt_199",500,0.478260869565217,23,0.24,0.135555555555556,0.0511111111111111,0.124966236653039,7.29188238877995e-10,4.27564263328791
10,"gauss","alt",8,"mm_199",500,0,0,0,0.0444444444444444,0.00666666666666667,0.162222222222222,0.00113517205522579,4.27564263328791
10,"gauss","alt",8,"pvw_999",500,0,0,0,0.06,0.00222222222222222,0.0862968144189511,0.00725871380911943,4.27564263328791
10,"gauss","alt",8,"pvt_999",500,0.461538461538462,26,0.28,0.133333333333333,0.0555555555555556,0.121756794937214,2.20334795125814e-09,4.27564263328791
10,"gauss","alt",8,"mm_999",500,0,0,0,0.0533333333333333,0.0111111111111111,0.335555555555556,0.00115332590777907,4.27564263328791
10,"gauss","alt",9,"ols",500,0,0,0,0.0422222222222222,0.0155555555555556,0.0389139717361099,0.000426303346368105,3.74435168652641
10,"gauss","alt",9,"modt",500,0,0,0,0.0377777777777778,0.0155555555555556,0.0447748208486383,0.000984219691164918,3.74435168652641
10,"gauss","alt",9,"fl_199",500,0,0,0,0.04,0.00666666666666667,0.0372222222222222,0.005,3.74435168652641
10,"gauss","alt",9,"fl_999",500,0,0,0,0.0466666666666667,0.0111111111111111,0.0318888888888889,0.002,3.74435168652641
10,"gauss","alt",9,"fl_9999",500,0,0,0,0.0422222222222222,0.0111111111111111,0.0377444444444444,6e-04,3.74435168652641
10,"gauss","alt",9,"pvw_199",500,0,0,0,0.0511111111111111,0.00444444444444444,0.0637528990171345,0.00572314864141221,3.74435168652641
10,"gauss","alt",9,"pvt_199",500,0.705882352941177,17,0.1,0.117777777777778,0.0555555555555556,0.08153760242941,1.66692674159128e-15,3.74435168652641
10,"gauss","alt",9,"mm_199",500,0,0,0,0.0444444444444444,0.0155555555555556,0.217777777777778,0.000820107600953873,3.74435168652641
10,"gauss","alt",9,"pvw_999",500,0,0,0,0.0488888888888889,0.00444444444444444,0.0628949843842197,0.00556998124804704,3.74435168652641
10,"gauss","alt",9,"pvt_999",500,0.666666666666667,15,0.1,0.12,0.0511111111111111,0.0801168905993912,1.64945634847139e-13,3.74435168652641
10,"gauss","alt",9,"mm_999",500,0,0,0,0.0466666666666667,0.00888888888888889,0.408888888888889,0.00075761183302218,3.74435168652641
10,"gauss","alt",10,"ols",500,0,0,0,0.0444444444444444,0.00444444444444444,0.0280302344770741,0.00385938100917044,4.17413882257276
10,"gauss","alt",10,"modt",500,0,0,0,0.0488888888888889,0.00666666666666667,0.0307727140620599,0.00110202115815617,4.17413882257276
10,"gauss","alt",10,"fl_199",500,0,0,0,0.04,0.00666666666666667,0.0372222222222222,0.005,4.17413882257276
10,"gauss","alt",10,"fl_999",500,0,0,0,0.0444444444444444,0.00888888888888889,0.0251111111111111,0.004,4.17413882257276
10,"gauss","alt",10,"fl_9999",500,0,0,0,0.0444444444444444,0.00666666666666667,0.0266777777777777,0.0033,4.17413882257276
10,"gauss","alt",10,"pvw_199",500,0,0,0,0.0422222222222222,0,0.0617833510892041,0.00789387596182514,4.17413882257276
10,"gauss","alt",10,"pvt_199",500,0.538461538461538,13,0.12,0.124444444444444,0.0488888888888889,0.0972842679183344,2.78515212610248e-07,4.17413882257276
10,"gauss","alt",10,"mm_199",500,0,0,0,0.0444444444444444,0.00888888888888889,0.177777777777778,0.00054924683735257,4.17413882257276
10,"gauss","alt",10,"pvw_999",500,0,0,0,0.0511111111111111,0,0.0708553187216402,0.010482687764489,4.17413882257276
10,"gauss","alt",10,"pvt_999",500,0.545454545454545,11,0.1,0.12,0.0511111111111111,0.0996811959101985,1.15549816522635e-06,4.17413882257276
10,"gauss","alt",10,"mm_999",500,0,0,0,0.0511111111111111,0.00888888888888889,0.38,0.00382294568037262,4.17413882257276
10,"gauss","alt",11,"ols",500,0,0,0,0.0622222222222222,0.0111111111111111,0.0491615332808935,0.000257943800925721,4.17753728821164
10,"gauss","alt",11,"modt",500,0,0,0,0.0688888888888889,0.0111111111111111,0.05018938873215,0.00131122909399479,4.17753728821164
10,"gauss","alt",11,"fl_199",500,0,0,0,0.0511111111111111,0.00444444444444444,0.0616666666666666,0.005,4.17753728821164
10,"gauss","alt",11,"fl_999",500,0,0,0,0.0644444444444444,0.00666666666666667,0.0537777777777777,0.004,4.17753728821164
