"n","error","cell","rep","method","n_taxa","fdr","n_rej","tpr","fpr05","fpr01","ks","p_min","d0"
10,"gauss","null",1,"ols",500,0,0,NA,0.044,0.008,0.0230228651877671,0.000728639460138396,3.81203838862221
10,"gauss","null",1,"modt",500,0,0,NA,0.05,0.01,0.0206130744615708,0.00204995210700635,3.81203838862221
10,"gauss","null",1,"fl_199",500,0,0,NA,0.04,0.008,0.022,0.005,3.81203838862221
10,"gauss","null",1,"fl_999",500,0,0,NA,0.052,0.016,0.024,0.001,3.81203838862221
10,"gauss","null",1,"fl_9999",500,0,0,NA,0.05,0.018,0.0253,0.002,3.81203838862221
10,"gauss","null",1,"pvw_199",500,0,0,NA,0.05,0.002,0.0777738399252321,0.00718621514090371,3.81203838862221
10,"gauss","null",1,"pvt_199",500,1,13,NA,0.138,0.058,0.105870147867096,9.25299318565819e-11,3.81203838862221
10,"gauss","null",1,"mm_199",500,0,0,NA,0.042,0.016,0.12,0.000113732000663913,3.81203838862221
10,"gauss","null",1,"pvw_999",500,0,0,NA,0.058,0.002,0.0797466639666157,0.00607481726620966,3.81203838862221
10,"gauss","null",1,"pvt_999",500,1,12,NA,0.14,0.056,0.10764026482104,2.03252017634985e-10,3.81203838862221
10,"gauss","null",1,"mm_999",500,0,0,NA,0.046,0.016,0.214,0.000773228001178575,3.81203838862221
10,"gauss","null",2,"ols",500,0,0,NA,0.042,0.016,0.0471691105309517,0.000167906393254205,3.9008780483286
10,"gauss","null",2,"modt",500,0,0,NA,0.05,0.01,0.0497209056698608,0.000226952488986256,3.9008780483286
10,"gauss","null",2,"fl_199",500,0,0,NA,0.06,0.01,0.044,0.005,3.9008780483286
10,"gauss","null",2,"fl_999",500,0,0,NA,0.054,0.014,0.0399999999999999,0.001,3.9008780483286
10,"gauss","null",2,"fl_9999",500,0,0,NA,0.054,0.014,0.0411,2e-04,3.9008780483286
10,"gauss","null",2,"pvw_199",500,0,0,NA,0.062,0.008,0.0993439797221656,0.00413677391644912,3.9008780483286
10,"gauss","null",2,"pvt_199",500,1,10,NA,0.144,0.052,0.130460450656084,1.74825204249945e-17,3.9008780483286
10,"gauss","null",2,"mm_199",500,1,1,NA,0.062,0.018,0.152,2.94316146991507e-05,3.9008780483286
10,"gauss","null",2,"pvw_999",500,0,0,NA,0.052,0.004,0.0986062654783506,0.00434293863740192,3.9008780483286
10,"gauss","null",2,"pvt_999",500,1,10,NA,0.146,0.056,0.131336239371881,4.54258692718953e-17,3.9008780483286
10,"gauss","null",2,"mm_999",500,1,1,NA,0.056,0.016,0.316,3.84967175186891e-05,3.9008780483286
10,"gauss","null",3,"ols",500,0,0,NA,0.058,0.016,0.0383939281878833,0.00025496238564131,3.61176968501902
10,"gauss","null",3,"modt",500,0,0,NA,0.054,0.012,0.0547748527273718,0.00137889772527415,3.61176968501902
10,"gauss","null",3,"fl_199",500,0,0,NA,0.052,0.012,0.043,0.005,3.61176968501902
10,"gauss","null",3,"fl_999",500,0,0,NA,0.056,0.016,0.039,0.001,3.61176968501902
10,"gauss","null",3,"fl_9999",500,0,0,NA,0.056,0.018,0.0383,5e-04,3.61176968501902
10,"gauss","null",3,"pvw_199",500,0,0,NA,0.068,0.01,0.0999437358185751,0.00371872726415117,3.61176968501902
10,"gauss","null",3,"pvt_199",500,1,16,NA,0.138,0.066,0.13917242826904,9.44754867688985e-16,3.61176968501902
10,"gauss","null",3,"mm_199",500,1,4,NA,0.06,0.02,0.184,1.03247073422518e-07,3.61176968501902
10,"gauss","null",3,"pvw_999",500,0,0,NA,0.062,0.006,0.097615856326463,0.00570367380524573,3.61176968501902
10,"gauss","null",3,"pvt_999",500,1,17,NA,0.132,0.064,0.139306172210459,1.79772412117638e-15,3.61176968501902
10,"gauss","null",3,"mm_999",500,1,1,NA,0.066,0.016,0.364,5.5445760834589e-05,3.61176968501902
10,"gauss","null",4,"ols",500,0,0,NA,0.046,0.004,0.0442922262703233,0.000781550374836405,4.30395537907467
10,"gauss","null",4,"modt",500,0,0,NA,0.05,0.008,0.0426890581688708,0.00177575203348579,4.30395537907467
10,"gauss","null",4,"fl_199",500,0,0,NA,0.02,0,0.04,0.025,4.30395537907467
10,"gauss","null",4,"fl_999",500,0,0,NA,0.028,0,0.031,0.018,4.30395537907467
10,"gauss","null",4,"fl_9999",500,0,0,NA,0.034,0,0.0317000000000001,0.0185,4.30395537907467
10,"gauss","null",4,"pvw_199",500,0,0,NA,0.05,0.002,0.0679121357388983,0.00644120327743341,4.30395537907467
10,"gauss","null",4,"pvt_199",500,1,4,NA,0.126,0.048,0.0969939622262904,1.24610612990157e-11,4.30395537907467
10,"gauss","null",4,"mm_199",500,0,0,NA,0.046,0,0.13,0.0103994130790284,4.30395537907467
10,"gauss","null",4,"pvw_999",500,0,0,NA,0.052,0.002,0.0724607583270273,0.00654512788299699,4.30395537907467
10,"gauss","null",4,"pvt_999",500,1,4,NA,0.124,0.052,0.10021260292114,1.38492072412345e-10,4.30395537907467
10,"gauss","null",4,"mm_999",500,0,0,NA,0.044,0.002,0.192,0.00749412754385971,4.30395537907467
10,"gauss","null",5,"ols",500,0,0,NA,0.04,0.012,0.0280210468232283,0.00136452744584499,4.17532046085975
10,"gauss","null",5,"modt",500,0,0,NA,0.052,0.008,0.0233769267770371,0.000321226667868344,4.17532046085975
10,"gauss","null",5,"fl_199",500,0,0,NA,0.046,0.004,0.033,0.005,4.17532046085975
10,"gauss","null",5,"fl_999",500,0,0,NA,0.052,0.01,0.03,0.001,4.17532046085975
10,"gauss","null",5,"fl_9999",500,0,0,NA,0.042,0.012,0.0258,0.0014,4.17532046085975
10,"gauss","null",5,"pvw_199",500,0,0,NA,0.052,0.01,0.0934699868108281,0.00551175533917218,4.17532046085975
10,"gauss","null",5,"pvt_199",500,1,12,NA,0.12,0.048,0.121701231785002,1.33769135478067e-10,4.17532046085975
10,"gauss","null",5,"mm_199",500,1,1,NA,0.048,0.01,0.22,1.674287717576e-06,4.17532046085975
10,"gauss","null",5,"pvw_999",500,0,0,NA,0.058,0.01,0.0930256309935305,0.00490219282988092,4.17532046085975
10,"gauss","null",5,"pvt_999",500,1,9,NA,0.108,0.046,0.121020814050929,5.56445011676745e-10,4.17532046085975
10,"gauss","null",5,"mm_999",500,0,0,NA,0.056,0.012,0.338,0.00014060884567372,4.17532046085975
10,"gauss","null",6,"ols",500,0,0,NA,0.04,0.01,0.0379523404155931,0.00129782610591449,3.74070332074459
10,"gauss","null",6,"modt",500,0,0,NA,0.04,0.004,0.0453221097348107,0.00286906648203669,3.74070332074459
10,"gauss","null",6,"fl_199",500,0,0,NA,0.038,0.008,0.045,0.005,3.74070332074459
10,"gauss","null",6,"fl_999",500,0,0,NA,0.042,0.01,0.04,0.002,3.74070332074459
10,"gauss","null",6,"fl_9999",500,0,0,NA,0.042,0.01,0.0407,0.0011,3.74070332074459
10,"gauss","null",6,"pvw_199",500,0,0,NA,0.052,0.002,0.0610738771500462,0.00879223135280076,3.74070332074459
10,"gauss","null",6,"pvt_199",500,1,12,NA,0.114,0.048,0.0910579702522336,1.3110402609724e-08,3.74070332074459
10,"gauss","null",6,"mm_199",500,1,3,NA,0.044,0.01,0.24,4.99575236149321e-05,3.74070332074459
10,"gauss","null",6,"pvw_999",500,0,0,NA,0.042,0.008,0.0666954413756469,0.00787279785866863,3.74070332074459
10,"gauss","null",6,"pvt_999",500,1,11,NA,0.116,0.046,0.0859729846273429,4.95378845685425e-09,3.74070332074459
10,"gauss","null",6,"mm_999",500,0,0,NA,0.056,0.01,0.408,0.000995401988136218,3.74070332074459
10,"gauss","null",7,"ols",500,0,0,NA,0.048,0.018,0.0227307668122111,0.00168156765294443,4.13489567019067
10,"gauss","null",7,"modt",500,0,0,NA,0.052,0.008,0.0313951228790845,0.000412083288822914,4.13489567019067
10,"gauss","null",7,"fl_199",500,0,0,NA,0.034,0,0.025,0.015,4.13489567019067
10,"gauss","null",7,"fl_999",500,0,0,NA,0.048,0.006,0.024,0.006,4.13489567019067
10,"gauss","null",7,"fl_9999",500,0,0,NA,0.046,0.012,0.0269,0.0062,4.13489567019067
10,"gauss","null",7,"pvw_199",500,0,0,NA,0.046,0.002,0.0877571472825914,0.00956536454536856,4.13489567019067
10,"gauss","null",7,"pvt_199",500,1,10,NA,0.14,0.056,0.122521518747197,1.0222935700897e-08,4.13489567019067
10,"gauss","null",7,"mm_199",500,0,0,NA,0.046,0.016,0.156,0.00316987766693597,4.13489567019067
10,"gauss","null",7,"pvw_999",500,0,0,NA,0.056,0.002,0.087840020498713,0.0072333033879157,4.13489567019067
10,"gauss","null",7,"pvt_999",500,1,9,NA,0.132,0.06,0.11983269982693,1.74038317571913e-08,4.13489567019067
10,"gauss","null",7,"mm_999",500,0,0,NA,0.054,0.014,0.252,0.0027899361673582,4.13489567019067
10,"gauss","null",8,"ols",500,0,0,NA,0.026,0.004,0.0687632162915102,0.00804386167108034,3.72754668423686
10,"gauss","null",8,"modt",500,0,0,NA,0.032,0.002,0.072783455319154,0.00680972278051035,3.72754668423686
10,"gauss","null",8,"fl_199",500,0,0,NA,0.036,0,0.068,0.01,3.72754668423686
10,"gauss","null",8,"fl_999",500,0,0,NA,0.036,0,0.0710000000000001,0.011,3.72754668423686
10,"gauss","null",8,"fl_9999",500,0,0,NA,0.036,0,0.0738,0.012,3.72754668423686
10,"gauss","null",8,"pvw_199",500,0,0,NA,0.038,0,0.0407904331835515,0.0128522047984631,3.72754668423686
10,"gauss","null",8,"pvt_199",500,1,5,NA,0.092,0.04,0.0732667516167425,1.4925538614909e-05,3.72754668423686
10,"gauss","null",8,"mm_199",500,0,0,NA,0.036,0.004,0.234,0.00426238541264533,3.72754668423686
10,"gauss","null",8,"pvw_999",500,0,0,NA,0.04,0,0.0383979409901755,0.0142684435950271,3.72754668423686
10,"gauss","null",8,"pvt_999",500,1,5,NA,0.092,0.038,0.0707508589650004,2.40182246391801e-05,3.72754668423686
10,"gauss","null",8,"mm_999",500,0,0,NA,0.034,0.002,0.404,0.00788654234668407,3.72754668423686
10,"gauss","null",9,"ols",500,0,0,NA,0.058,0.006,0.0329424389849855,0.00128236283842426,3.77737472551417
10,"gauss","null",9,"modt",500,0,0,NA,0.056,0.01,0.0314022827947888,0.00515986343275165,3.77737472551417
10,"gauss","null",9,"fl_199",500,0,0,NA,0.048,0.004,0.032,0.005,3.77737472551417
10,"gauss","null",9,"fl_999",500,0,0,NA,0.056,0.006,0.036,0.001,3.77737472551417
10,"gauss","null",9,"fl_9999",500,0,0,NA,0.056,0.01,0.036,6e-04,3.77737472551417
10,"gauss","null",9,"pvw_199",500,0,0,NA,0.064,0,0.0970266914251106,0.0125243593774771,3.77737472551417
10,"gauss","null",9,"pvt_199",500,1,19,NA,0.148,0.064,0.115969196628051,1.28625295018994e-08,3.77737472551417
10,"gauss","null",9,"mm_199",500,0,0,NA,0.05,0.01,0.242,0.000518367537848975,3.77737472551417
10,"gauss","null",9,"pvw_999",500,0,0,NA,0.066,0.002,0.0926327893557065,0.00684322597245326,3.77737472551417
10,"gauss","null",9,"pvt_999",500,1,17,NA,0.148,0.068,0.111524204567186,5.88490727330687e-09,3.77737472551417
10,"gauss","null",9,"mm_999",500,0,0,NA,0.062,0.01,0.36,0.000211250054341569,3.77737472551417
10,"gauss","null",10,"ols",500,0,0,NA,0.06,0.006,0.0373155195719497,0.00121658026888133,4.16617414578206
10,"gauss","null",10,"modt",500,0,0,NA,0.058,0.01,0.0360691013886615,0.00382689673197668,4.16617414578206
10,"gauss","null",10,"fl_199",500,0,0,NA,0.05,0.006,0.033,0.005,4.16617414578206
10,"gauss","null",10,"fl_999",500,0,0,NA,0.06,0.004,0.039,0.002,4.16617414578206
10,"gauss","null",10,"fl_9999",500,0,0,NA,0.056,0.008,0.0372,0.0015,4.16617414578206
10,"gauss","null",10,"pvw_199",500,0,0,NA,0.058,0.002,0.0850822295647037,0.00514345628853577,4.16617414578206
10,"gauss","null",10,"pvt_199",500,1,15,NA,0.128,0.06,0.116319272755219,3.48568643873372e-09,4.16617414578206
10,"gauss","null",10,"mm_199",500,1,1,NA,0.054,0.012,0.23,2.51063718955089e-05,4.16617414578206
10,"gauss","null",10,"pvw_999",500,0,0,NA,0.062,0.002,0.0855721480542819,0.00679620303083391,4.16617414578206
10,"gauss","null",10,"pvt_999",500,1,16,NA,0.128,0.064,0.119553701827718,2.78412901033936e-09,4.16617414578206
10,"gauss","null",10,"mm_999",500,0,0,NA,0.066,0.01,0.396,0.00234685177248499,4.16617414578206
10,"gauss","null",11,"ols",500,0,0,NA,0.066,0.012,0.0277962168002052,0.00140649839277544,3.92390244327388
10,"gauss","null",11,"modt",500,0,0,NA,0.062,0.01,0.0195205859052319,0.00014347416317355,3.92390244327388
10,"gauss","null",11,"fl_199",500,0,0,NA,0.062,0.002,0.032,0.005,3.92390244327388
10,"gauss","null",11,"fl_999",500,0,0,NA,0.068,0.006,0.03,0.001,3.92390244327388
10,"gauss","null",11,"fl_9999",500,0,0,NA,0.064,0.01,0.0299,3e-04,3.92390244327388
10,"gauss","null",11,"pvw_199",500,0,0,NA,0.084,0.006,0.0657535946351819,0.00635538968916127,3.92390244327388
10,"gauss","null",11,"pvt_199",500,1,26,NA,0.146,0.078,0.103820307598822,2.03391218624496e-08,3.92390244327388
10,"gauss","null",11,"mm_199",500,1,1,NA,0.068,0.008,0.222,7.62353579900565e-06,3.92390244327388
10,"gauss","null",11,"pvw_999",500,0,0,NA,0.08,0.004,0.0688968788230102,0.00700935053226302,3.92390244327388
10,"gauss","null",11,"pvt_999",500,1,20,NA,0.146,0.08,0.10305475045677,1.75421397040737e-08,3.92390244327388
10,"gauss","null",11,"mm_999",500,0,0,NA,0.072,0.006,0.4,0.000179696390262347,3.92390244327388
10,"gauss","null",12,"ols",500,0,0,NA,0.042,0.006,0.0380681978117542,0.00107996822534545,4.27333484392026
10,"gauss","null",12,"modt",500,0,0,NA,0.044,0.006,0.0371779700250082,0.00201699336944654,4.27333484392026
10,"gauss","null",12,"fl_199",500,0,0,NA,0.038,0.006,0.034,0.005,4.27333484392026
10,"gauss","null",12,"fl_999",500,0,0,NA,0.044,0.006,0.038,0.001,4.27333484392026
10,"gauss","null",12,"fl_9999",500,0,0,NA,0.048,0.006,0.038,0.0012,4.27333484392026
10,"gauss","null",12,"pvw_199",500,0,0,NA,0.044,0,0.0706857404739282,0.0125385392696262,4.27333484392026
10,"gauss","null",12,"pvt_199",500,1,10,NA,0.122,0.052,0.098255582212451,3.46236911447866e-10,4.27333484392026
10,"gauss","null",12,"mm_199",500,0,0,NA,0.04,0.006,0.174,0.000765063081988173,4.27333484392026
10,"gauss","null",12,"pvw_999",500,0,0,NA,0.046,0.002,0.0686120509475905,0.00833444589284481,4.27333484392026
10,"gauss","null",12,"pvt_999",500,1,11,NA,0.114,0.05,0.0975934868903024,7.04227848679299e-10,4.27333484392026
10,"gauss","null",12,"mm_999",500,0,0,NA,0.052,0.006,0.326,0.000644656485040264,4.27333484392026
10,"gauss","null",13,"ols",500,0,0,NA,0.06,0.008,0.029573574944692,0.00656594215235514,4.07701700238504
10,"gauss","null",13,"modt",500,0,0,NA,0.046,0.008,0.0313803599604085,0.00510398053551919,4.07701700238504
10,"gauss","null",13,"fl_199",500,0,0,NA,0.064,0,0.037,0.01,4.07701700238504
10,"gauss","null",13,"fl_999",500,0,0,NA,0.06,0.008,0.039,0.003,4.07701700238504
10,"gauss","null",13,"fl_9999",500,0,0,NA,0.062,0.008,0.0296,0.0031,4.07701700238504
10,"gauss","null",13,"pvw_199",500,0,0,NA,0.076,0.004,0.0800001394117447,0.00772461458765692,4.07701700238504
10,"gauss","null",13,"pvt_199",500,1,19,NA,0.132,0.066,0.0944051186506489,1.58088669680698e-05,4.07701700238504
10,"gauss","null",13,"mm_199",500,0,0,NA,0.066,0.01,0.238,0.00464162057172502,4.07701700238504
10,"gauss","null",13,"pvw_999",500,0,0,NA,0.066,0,0.0806467871471016,0.0130205469059807,4.07701700238504
10,"gauss","null",13,"pvt_999",500,1,13,NA,0.13,0.068,0.0933824030042313,1.12730226602776e-05,4.07701700238504
10,"gauss","null",13,"mm_999",500,0,0,NA,0.062,0.006,0.386,0.00187749427875627,4.07701700238504
10,"gauss","null",14,"ols",500,1,1,NA,0.052,0.01,0.0407237651024668,3.89292325505646e-07,3.97094899696283
10,"gauss","null",14,"modt",500,0,0,NA,0.048,0.008,0.0382566686992468,0.000264791653419517,3.97094899696283
10,"gauss","null",14,"fl_199",500,0,0,NA,0.048,0.002,0.05,0.005,3.97094899696283
10,"gauss","null",14,"fl_999",500,0,0,NA,0.054,0.004,0.046,0.001,3.97094899696283
10,"gauss","null",14,"fl_9999",500,1,1,NA,0.052,0.012,0.0462,1e-04,3.97094899696283
10,"gauss","null",14,"pvw_199",500,0,0,NA,0.056,0.004,0.0624676663044226,0.00374701694744105,3.97094899696283
10,"gauss","null",14,"pvt_199",500,1,12,NA,0.136,0.06,0.104889094808735,1.07856671382918e-95,3.97094899696283
10,"gauss","null",14,"mm_199",500,1,1,NA,0.054,0.006,0.178,4.7474404832947e-16,3.97094899696283
10,"gauss","null",14,"pvw_999",500,0,0,NA,0.06,0.004,0.0627259530964137,0.00255127831047413,3.97094899696283
10,"gauss","null",14,"pvt_999",500,1,12,NA,0.136,0.06,0.0997700310186935,1.14525682968083e-93,3.97094899696283
10,"gauss","null",14,"mm_999",500,1,1,NA,0.054,0.008,0.296,5.64242269654389e-09,3.97094899696283
10,"gauss","null",15,"ols",500,0,0,NA,0.054,0.01,0.0309931164239907,0.000417082185481307,3.6672660987727
10,"gauss","null",15,"modt",500,0,0,NA,0.05,0.008,0.0314013886400513,0.00101994134899084,3.6672660987727
10,"gauss","null",15,"fl_199",500,0,0,NA,0.034,0.004,0.035,0.005,3.6672660987727
10,"gauss","null",15,"fl_999",500,0,0,NA,0.056,0.012,0.034,0.001,3.6672660987727
10,"gauss","null",15,"fl_9999",500,0,0,NA,0.052,0.008,0.0302,5e-04,3.6672660987727
10,"gauss","null",15,"pvw_199",500,0,0,NA,0.056,0.002,0.0745003875222057,0.00811673405122486,3.6672660987727
10,"gauss","null",15,"pvt_199",500,1,12,NA,0.132,0.066,0.108296061850231,1.09020129679991e-11,3.6672660987727
10,"gauss","null",15,"mm_199",500,0,0,NA,0.036,0.008,0.242,0.000174147908850157,3.6672660987727
10,"gauss","null",15,"pvw_999",500,0,0,NA,0.064,0.002,0.0726330527934801,0.00604142589875328,3.6672660987727
10,"gauss","null",15,"pvt_999",500,1,10,NA,0.128,0.068,0.105512515242179,2.19079421644811e-12,3.6672660987727
10,"gauss","null",15,"mm_999",500,0,0,NA,0.056,0.01,0.418,0.000197485499712372,3.6672660987727
10,"gauss","null",16,"ols",500,0,0,NA,0.056,0.014,0.0562436332109274,0.000986898681311029,3.51600067031156
10,"gauss","null",16,"modt",500,0,0,NA,0.066,0.008,0.0603074689610552,0.00217388568782566,3.51600067031156
10,"gauss","null",16,"fl_199",500,0,0,NA,0.048,0.01,0.055,0.005,3.51600067031156
10,"gauss","null",16,"fl_999",500,0,0,NA,0.054,0.016,0.0639999999999999,0.001,3.51600067031156
10,"gauss","null",16,"fl_9999",500,0,0,NA,0.056,0.016,0.0581,3e-04,3.51600067031156
10,"gauss","null",16,"pvw_199",500,0,0,NA,0.066,0.006,0.118203971823589,0.00532340016708934,3.51600067031156
10,"gauss","null",16,"pvt_199",500,1,14,NA,0.134,0.068,0.134013974884016,4.07090721352893e-10,3.51600067031156
10,"gauss","null",16,"mm_199",500,1,1,NA,0.068,0.018,0.17,5.80915095132477e-06,3.51600067031156
10,"gauss","null",16,"pvw_999",500,0,0,NA,0.06,0.006,0.120965951258519,0.00768804077087665,3.51600067031156
10,"gauss","null",16,"pvt_999",500,1,13,NA,0.14,0.068,0.136319902787425,1.86910731928301e-10,3.51600067031156
10,"gauss","null",16,"mm_999",500,1,1,NA,0.062,0.018,0.326,6.19612910271276e-05,3.51600067031156
10,"gauss","null",17,"ols",500,0,0,NA,0.056,0.006,0.051307019324723,0.00118751356400723,3.63213471750341
10,"gauss","null",17,"modt",500,0,0,NA,0.056,0.006,0.0479629126599868,0.00308936623290296,3.63213471750341
10,"gauss","null",17,"fl_199",500,0,0,NA,0.056,0.008,0.048,0.005,3.63213471750341
10,"gauss","null",17,"fl_999",500,0,0,NA,0.052,0.008,0.0549999999999999,0.003,3.63213471750341
10,"gauss","null",17,"fl_9999",500,0,0,NA,0.05,0.006,0.0507,0.0026,3.63213471750341
10,"gauss","null",17,"pvw_199",500,0,0,NA,0.068,0.008,0.109958984726714,0.00256018115679548,3.63213471750341
10,"gauss","null",17,"pvt_199",500,1,14,NA,0.128,0.06,0.122651896549467,1.36321344911385e-09,3.63213471750341
10,"gauss","null",17,"mm_199",500,0,0,NA,0.06,0.012,0.15,0.00124638571048515,3.63213471750341
10,"gauss","null",17,"pvw_999",500,0,0,NA,0.07,0.004,0.111828838307156,0.00566517741946274,3.63213471750341
10,"gauss","null",17,"pvt_999",500,1,12,NA,0.132,0.066,0.125927911294973,6.20302853503388e-10,3.63213471750341
10,"gauss","null",17,"mm_999",500,0,0,NA,0.064,0.008,0.286,0.00196869850107428,3.63213471750341
10,"gauss","null",18,"ols",500,0,0,NA,0.054,0.006,0.0384336454233437,0.000256158661213319,3.60001018517354
10,"gauss","null",18,"modt",500,0,0,NA,0.058,0.004,0.0388096080971214,0.00124426345930931,3.60001018517354
10,"gauss","null",18,"fl_199",500,0,0,NA,0.052,0.006,0.0419999999999999,0.005,3.60001018517354
10,"gauss","null",18,"fl_999",500,0,0,NA,0.05,0.008,0.0459999999999999,0.001,3.60001018517354
10,"gauss","null",18,"fl_9999",500,0,0,NA,0.054,0.008,0.039,8e-04,3.60001018517354
10,"gauss","null",18,"pvw_199",500,0,0,NA,0.07,0.002,0.076177032592785,0.00473168009691924,3.60001018517354
10,"gauss","null",18,"pvt_199",500,1,10,NA,0.136,0.06,0.113667271413909,2.55064246674436e-15,3.60001018517354
10,"gauss","null",18,"mm_199",500,0,0,NA,0.058,0.016,0.234,0.000373010387756013,3.60001018517354
10,"gauss","null",18,"pvw_999",500,0,0,NA,0.06,0.004,0.0677550627043082,0.00504638486657974,3.60001018517354
10,"gauss","null",18,"pvt_999",500,1,11,NA,0.126,0.056,0.111341163604206,6.38564867233699e-15,3.60001018517354
10,"gauss","null",18,"mm_999",500,0,0,NA,0.06,0.01,0.424,0.000252789094784782,3.60001018517354
10,"gauss","null",19,"ols",500,0,0,NA,0.05,0.014,0.0469468147444624,0.000683475617327102,4.01570294289469
10,"gauss","null",19,"modt",500,0,0,NA,0.042,0.022,0.04589201029899,0.000278601444831912,4.01570294289469
10,"gauss","null",19,"fl_199",500,0,0,NA,0.044,0.008,0.0590000000000001,0.005,4.01570294289469
10,"gauss","null",19,"fl_999",500,0,0,NA,0.048,0.004,0.042,0.006,4.01570294289469
10,"gauss","null",19,"fl_9999",500,0,0,NA,0.052,0.012,0.0468000000000001,0.0031,4.01570294289469
10,"gauss","null",19,"pvw_199",500,0,0,NA,0.054,0.006,0.0553748927010915,0.00559372613488536,4.01570294289469
10,"gauss","null",19,"pvt_199",500,1,16,NA,0.11,0.052,0.0810615594591969,6.42230866446785e-10,4.01570294289469
10,"gauss","null",19,"mm_199",500,0,0,NA,0.048,0.022,0.16,0.000460826648129542,4.01570294289469
10,"gauss","null",19,"pvw_999",500,0,0,NA,0.052,0.006,0.0587653294708215,0.00725460205352064,4.01570294289469
10,"gauss","null",19,"pvt_999",500,1,19,NA,0.114,0.052,0.0841069088186303,1.18065023996663e-10,4.01570294289469
10,"gauss","null",19,"mm_999",500,0,0,NA,0.046,0.008,0.306,0.00295514786583973,4.01570294289469
10,"gauss","null",20,"ols",500,0,0,NA,0.04,0.012,0.025763655967103,0.00611384240538284,4.3453149939874
10,"gauss","null",20,"modt",500,0,0,NA,0.04,0.012,0.0261208801472868,0.00192379513327677,4.3453149939874
10,"gauss","null",20,"fl_199",500,0,0,NA,0.042,0,0.027,0.01,4.3453149939874
10,"gauss","null",20,"fl_999",500,0,0,NA,0.04,0.008,0.028,0.005,4.3453149939874
10,"gauss","null",20,"fl_9999",500,0,0,NA,0.042,0.01,0.0253,0.004,4.3453149939874
10,"gauss","null",20,"pvw_199",500,0,0,NA,0.05,0.002,0.0712768668483338,0.00986270462648584,4.3453149939874
10,"gauss","null",20,"pvt_199",500,1,12,NA,0.114,0.048,0.0995504037508463,6.12572024071038e-06,4.3453149939874
10,"gauss","null",20,"mm_199",500,0,0,NA,0.044,0.01,0.222,0.00412710540994122,4.3453149939874
10,"gauss","null",20,"pvw_999",500,0,0,NA,0.042,0,0.0766560307777945,0.0145110662005716,4.3453149939874
10,"gauss","null",20,"pvt_999",500,1,11,NA,0.108,0.05,0.103741372365573,6.44760450855345e-06,4.3453149939874
10,"gauss","null",20,"mm_999",500,0,0,NA,0.042,0.008,0.386,0.00446113633229032,4.3453149939874
20,"gauss","null",1,"ols",500,0,0,NA,0.042,0.006,0.0254595925994935,0.000112103095265806,3.4957765528944
20,"gauss","null",1,"modt",500,0,0,NA,0.046,0.006,0.0254633628188878,0.000306583629219155,3.4957765528944
20,"gauss","null",1,"fl_199",500,0,0,NA,0.032,0.004,0.03,0.005,3.4957765528944
20,"gauss","null",1,"fl_999",500,0,0,NA,0.042,0.004,0.025,0.001,3.4957765528944
20,"gauss","null",1,"fl_9999",500,1,1,NA,0.046,0.006,0.0268,1e-04,3.4957765528944
20,"gauss","null",1,"pvw_199",500,0,0,NA,0.044,0.006,0.0570470244501053,0.000621228051976783,3.4957765528944
20,"gauss","null",1,"pvt_199",500,1,1,NA,0.08,0.018,0.0705687493328108,3.65802411093422e-08,3.4957765528944
20,"gauss","null",1,"mm_199",500,1,1,NA,0.04,0.008,0.114,2.17473274129895e-05,3.4957765528944
20,"gauss","null",1,"pvw_999",500,0,0,NA,0.046,0.004,0.0555700284432895,0.000844878474329675,3.4957765528944
20,"gauss","null",1,"pvt_999",500,1,1,NA,0.074,0.018,0.0712187156832764,1.20406199715114e-07,3.4957765528944
20,"gauss","null",1,"mm_999",500,1,1,NA,0.04,0.006,0.208,5.01852985587465e-05,3.4957765528944
20,"gauss","null",2,"ols",500,0,0,NA,0.044,0.004,0.0358539471565152,0.00228351194307093,4.274665686146
20,"gauss","null",2,"modt",500,0,0,NA,0.042,0.006,0.0405686255241255,0.00159341276683139,4.274665686146
20,"gauss","null",2,"fl_199",500,0,0,NA,0.046,0.002,0.043,0.005,4.274665686146
20,"gauss","null",2,"fl_999",500,0,0,NA,0.048,0.004,0.036,0.003,4.274665686146
20,"gauss","null",2,"fl_9999",500,0,0,NA,0.044,0.006,0.034,0.003,4.274665686146
20,"gauss","null",2,"pvw_199",500,0,0,NA,0.048,0.002,0.0258435025684609,0.00524517817531978,4.274665686146
20,"gauss","null",2,"pvt_199",500,1,1,NA,0.076,0.02,0.0343147058235803,7.35372045038035e-05,4.274665686146
20,"gauss","null",2,"mm_199",500,0,0,NA,0.046,0.006,0.116,0.00164778398358951,4.274665686146
20,"gauss","null",2,"pvw_999",500,0,0,NA,0.048,0.002,0.0279216418301327,0.00339616575523113,4.274665686146
20,"gauss","null",2,"pvt_999",500,0,0,NA,0.076,0.018,0.0384765906009947,0.000163061273802465,4.274665686146
20,"gauss","null",2,"mm_999",500,0,0,NA,0.048,0.006,0.248,0.00151508172559426,4.274665686146
20,"gauss","null",3,"ols",500,0,0,NA,0.058,0.014,0.0509052080105138,0.0049913305972722,4.56945333007049
20,"gauss","null",3,"modt",500,0,0,NA,0.052,0.008,0.0514975430462298,0.00335823719662577,4.56945333007049
20,"gauss","null",3,"fl_199",500,0,0,NA,0.04,0.006,0.0439999999999999,0.005,4.56945333007049
