"n","c_depth","disp","rep","method","n_taxa","n_fail","fdr","tpr","rej_null","rej_prev_only","rej_abund_only","rej_both"
50,4,"nb_pure",1,"zinb",291,5,0,0,0.0425531914893617,0.210526315789474,0,0.210526315789474
50,4,"nb_pure",1,"abund_lm_depth",284,12,1,0,0.0174672489082969,0.111111111111111,0.333333333333333,0.210526315789474
100,4,"nb_pure",1,"naive",298,0,0.657534246575342,0.510204081632653,0.308695652173913,0.666666666666667,0.263157894736842,0.6
100,4,"nb_pure",1,"depthcov",298,0,0,0.0204081632653061,0.0434782608695652,0.333333333333333,0,0.24
100,4,"nb_pure",1,"jzi_prev",298,0,0,0.163265306122449,0.0434782608695652,0.375,0,0.56
100,4,"nb_pure",1,"jzi_abund",298,0,0.111111111111111,0.727272727272727,0.0391304347826087,0.0833333333333333,0.842105263157895,0.84
100,4,"nb_pure",1,"zinb",297,1,0,0.0204081632653061,0.0305676855895196,0.375,0,0.44
100,4,"nb_pure",1,"abund_lm_depth",293,5,0,0,0.0353982300884956,0,0.736842105263158,0.44
20,1,"poisson",2,"naive",258,0,0,0,0.0241545893719807,0.130434782608696,0.0666666666666667,0.307692307692308
20,1,"poisson",2,"depthcov",258,0,0,0,0.0193236714975845,0.130434782608696,0,0.230769230769231
20,1,"poisson",2,"jzi_prev",258,0,0,0,0.0338164251207729,0.130434782608696,0.0666666666666667,0.153846153846154
20,1,"poisson",2,"jzi_abund",258,0,0,0.0357142857142857,0.101449275362319,0.0869565217391304,0.466666666666667,0.230769230769231
20,1,"poisson",2,"zinb",0,258,0,NA,NA,NA,NA,NA
20,1,"poisson",2,"abund_lm_depth",205,53,0,0,0.0245398773006135,0.0555555555555556,0.214285714285714,0.2
50,1,"poisson",2,"naive",292,0,0,0,0.0416666666666667,0.411764705882353,0.0526315789473684,0.375
50,1,"poisson",2,"depthcov",292,0,0,0,0.0416666666666667,0.352941176470588,0.105263157894737,0.375
50,1,"poisson",2,"jzi_prev",292,0,0,0,0.0416666666666667,0.235294117647059,0.0526315789473684,0.0625
50,1,"poisson",2,"jzi_abund",292,0,0.25,0.257142857142857,0.075,0.117647058823529,0.631578947368421,0.4375
50,1,"poisson",2,"zinb",283,9,0,0,0.0170212765957447,0.0714285714285714,0.0526315789473684,0
