axis,simulator,template,regime_id,replicate,peak_rss_mb
B,implant,hmp_stool,B_large,002,5880
B,implant,hmp_stool,B_large,003,5721
B,implant,hmp_stool,B_large,004,6300
B,implant,hmp_stool,B_large,005,5936
B,implant,hmp_stool,B_large,006,6522
B,implant,hmp_stool,B_large,007,5930
B,implant,hmp_stool,B_large,008,6398
B,implant,hmp_stool,B_large,009,6007
B,implant,hmp_stool,B_large,010,6230
B,implant,hmp_stool,B_large,011,5969
B,implant,hmp_stool,B_large,012,5391
B,implant,hmp_stool,B_large,013,6158
B,implant,hmp_stool,B_large,014,5663
B,implant,hmp_stool,B_large,015,6112
B,implant,hmp_stool,B_large,016,5770
B,implant,hmp_stool,B_large,017,6024
B,implant,hmp_stool,B_large,018,6330
B,implant,hmp_stool,B_large,019,6347
B,implant,hmp_stool,B_large,020,5066
B,implant,hmp_stool,B_n100,001,6058
B,implant,hmp_stool,B_n100,002,6272
B,implant,hmp_stool,B_n100,003,5237
B,implant,hmp_stool,B_n100,004,6135
B,implant,hmp_stool,B_n100,005,6197
B,implant,hmp_stool,B_n100,006,5600
B,implant,hmp_stool,B_n100,007,5853
B,implant,hmp_stool,B_n100,008,5986
B,implant,hmp_stool,B_n100,009,6300
B,implant,hmp_stool,B_n100,010,6050
B,implant,hmp_stool,B_n100,011,6661
B,implant,hmp_stool,B_n100,012,6250
B,implant,hmp_stool,B_n100,013,5447
B,implant,hmp_stool,B_n100,014,6010
B,implant,hmp_stool,B_n100,015,5468
B,implant,hmp_stool,B_n100,016,6131
B,implant,hmp_stool,B_n100,017,6173
B,implant,hmp_stool,B_n100,018,5365
B,implant,hmp_stool,B_n100,019,6161
B,implant,hmp_stool,B_n100,020,5906
B,implant,hmp_stool,B_n20,001,2416
B,implant,hmp_stool,B_n20,002,2326
B,implant,hmp_stool,B_n20,003,2292
B,implant,hmp_stool,B_n20,004,2314
B,implant,hmp_stool,B_n20,005,3026
B,implant,hmp_stool,B_n20,006,2416
B,implant,hmp_stool,B_n20,007,2540
B,implant,hmp_stool,B_n20,008,2399
B,implant,hmp_stool,B_n20,009,2407
B,implant,hmp_stool,B_n20,010,2380
B,implant,hmp_stool,B_n20,011,2366
B,implant,hmp_stool,B_n20,012,2286
B,implant,hmp_stool,B_n20,013,2347
B,implant,hmp_stool,B_n20,014,2153
B,implant,hmp_stool,B_n20,015,2536
B,implant,hmp_stool,B_n20,016,2343
B,implant,hmp_stool,B_n20,017,2356
B,implant,hmp_stool,B_n20,018,2231
B,implant,hmp_stool,B_n20,019,2283
B,implant,hmp_stool,B_n20,020,2291
B,implant,hmp_stool,B_null,001,6252
B,implant,hmp_stool,B_null,002,6391
B,implant,hmp_stool,B_null,003,6295
B,implant,hmp_stool,B_null,004,6408
B,implant,hmp_stool,B_null,005,6435
B,implant,hmp_stool,B_null,006,5984
B,implant,hmp_stool,B_null,007,5865
B,implant,hmp_stool,B_null,008,4918
B,implant,hmp_stool,B_null,009,6059
B,implant,hmp_stool,B_null,010,5932
B,implant,hmp_stool,B_null,011,6561
B,implant,hmp_stool,B_null,012,6018
B,implant,hmp_stool,B_null,013,5785
B,implant,hmp_stool,B_null,014,5826
B,implant,hmp_stool,B_null,015,6737
B,implant,hmp_stool,B_null,016,6502
B,implant,hmp_stool,B_null,017,6398
B,implant,hmp_stool,B_null,018,5537
B,implant,hmp_stool,B_null,019,6064
B,implant,hmp_stool,B_null,020,5947
B,implant,hmp_stool,B_null,021,5605
B,implant,hmp_stool,B_null,022,5841
B,implant,hmp_stool,B_null,023,6325
B,implant,hmp_stool,B_null,024,5292
B,implant,hmp_stool,B_null,025,5705
B,implant,hmp_stool,B_null,026,6265
B,implant,hmp_stool,B_null,027,5486
B,implant,hmp_stool,B_null,028,6222
B,implant,hmp_stool,B_null,029,5704
B,implant,hmp_stool,B_null,030,6117
B,implant,hmp_stool,B_null,031,6808
B,implant,hmp_stool,B_null,032,5842
B,implant,hmp_stool,B_null,033,6515
B,implant,hmp_stool,B_null,034,6325
B,implant,hmp_stool,B_null,035,6002
B,implant,hmp_stool,B_null,036,5608
B,implant,hmp_stool,B_null,037,5679
B,implant,hmp_stool,B_null,038,5900
B,implant,hmp_stool,B_null,039,5930
B,implant,hmp_stool,B_null,040,6808
B,implant,hmp_stool,B_null,041,5668
B,implant,hmp_stool,B_null,042,6465
B,implant,hmp_stool,B_null,043,5863
B,implant,hmp_stool,B_null,044,6027
B,implant,hmp_stool,B_null,045,6679
B,implant,hmp_stool,B_null,046,6182
B,implant,hmp_stool,B_null,047,6191
B,implant,hmp_stool,B_null,048,5405
B,implant,hmp_stool,B_null,049,5946
B,implant,hmp_stool,B_null,050,5939
B,implant,hmp_stool,B_prev,001,6087
B,implant,hmp_stool,B_prev,002,5710
B,implant,hmp_stool,B_prev,003,5836
B,implant,hmp_stool,B_prev,004,6430
B,implant,hmp_stool,B_prev,005,6559
B,implant,hmp_stool,B_prev,006,6034
B,implant,hmp_stool,B_prev,007,6556
B,implant,hmp_stool,B_prev,008,6121
B,implant,hmp_stool,B_prev,009,5661
B,implant,hmp_stool,B_prev,010,6642
B,implant,hmp_stool,B_prev,011,6059
B,implant,hmp_stool,B_prev,012,6286
B,implant,hmp_stool,B_prev,013,6021
B,implant,hmp_stool,B_prev,014,5897
B,implant,hmp_stool,B_prev,015,5928
B,implant,hmp_stool,B_prev,016,5658
B,implant,hmp_stool,B_prev,017,5954
B,implant,hmp_stool,B_prev,018,6287
B,implant,hmp_stool,B_prev,019,6419
B,implant,hmp_stool,B_prev,020,5427
B,implant,hmp_stool,B_ref,001,5910
B,implant,hmp_stool,B_ref,002,6361
B,implant,hmp_stool,B_ref,003,5667
B,implant,hmp_stool,B_ref,004,6598
B,implant,hmp_stool,B_ref,005,6149
B,implant,hmp_stool,B_ref,006,6041
B,implant,hmp_stool,B_ref,007,6051
B,implant,hmp_stool,B_ref,008,5835
B,implant,hmp_stool,B_ref,009,5133
B,implant,hmp_stool,B_ref,010,6276
B,implant,hmp_stool,B_ref,011,5766
B,implant,hmp_stool,B_ref,012,6208
B,implant,hmp_stool,B_ref,013,4805
B,implant,hmp_stool,B_ref,014,5456
B,implant,hmp_stool,B_ref,015,6197
B,implant,hmp_stool,B_ref,016,6183
B,implant,hmp_stool,B_ref,017,6211
B,implant,hmp_stool,B_ref,018,6765
B,implant,hmp_stool,B_ref,019,5905
B,implant,hmp_stool,B_ref,020,5397
B,implant,hmp_stool,B_small,001,7025
B,implant,hmp_stool,B_small,002,6077
B,implant,hmp_stool,B_small,003,6457
B,implant,hmp_stool,B_small,004,6409
B,implant,hmp_stool,B_small,005,6006
B,implant,hmp_stool,B_small,006,4879
B,implant,hmp_stool,B_small,007,6077
B,implant,hmp_stool,B_small,008,5956
B,implant,hmp_stool,B_small,009,4714
B,implant,hmp_stool,B_small,010,5383
B,implant,hmp_stool,B_small,011,5546
B,implant,hmp_stool,B_small,012,6413
B,implant,hmp_stool,B_small,013,5984
B,implant,hmp_stool,B_small,014,5874
B,implant,hmp_stool,B_small,015,6411
B,implant,hmp_stool,B_small,016,6429
B,implant,hmp_stool,B_small,017,5989
B,implant,hmp_stool,B_small,018,4813
B,implant,hmp_stool,B_small,019,5320
B,implant,hmp_stool,B_small,020,5889
B,implant,hmp_vagina,B_abund,001,2010
B,implant,hmp_vagina,B_abund,002,2134
B,implant,hmp_vagina,B_abund,003,1928
B,implant,hmp_vagina,B_abund,004,1952
B,implant,hmp_vagina,B_abund,005,2030
B,implant,hmp_vagina,B_abund,006,1988
B,implant,hmp_vagina,B_abund,007,1978
B,implant,hmp_vagina,B_abund,008,1977
B,implant,hmp_vagina,B_abund,009,2067
B,implant,hmp_vagina,B_abund,010,1928
B,implant,hmp_vagina,B_abund,011,1901
B,implant,hmp_vagina,B_abund,012,1941
B,implant,hmp_vagina,B_abund,013,1934
B,implant,hmp_vagina,B_abund,014,1995
B,implant,hmp_vagina,B_abund,015,1906
B,implant,hmp_vagina,B_abund,016,1963
B,implant,hmp_vagina,B_abund,017,1971
B,implant,hmp_vagina,B_abund,018,1907
B,implant,hmp_vagina,B_abund,019,1959
B,implant,hmp_vagina,B_abund,020,1879
B,implant,hmp_vagina,B_allup,001,1954
B,implant,hmp_vagina,B_allup,002,1953
B,implant,hmp_vagina,B_allup,003,1950
B,implant,hmp_vagina,B_allup,004,1989
B,implant,hmp_vagina,B_allup,005,1843
B,implant,hmp_vagina,B_allup,006,1994
B,implant,hmp_vagina,B_allup,007,1966
B,implant,hmp_vagina,B_allup,008,1934
B,implant,hmp_vagina,B_allup,009,2031
B,implant,hmp_vagina,B_allup,010,1924
B,implant,hmp_vagina,B_allup,011,1929
B,implant,hmp_vagina,B_allup,012,1993
B,implant,hmp_vagina,B_allup,013,1834
B,implant,hmp_vagina,B_allup,014,1974
B,implant,hmp_vagina,B_allup,015,1968
B,implant,hmp_vagina,B_allup,016,2007
B,implant,hmp_vagina,B_allup,017,1915
B,implant,hmp_vagina,B_allup,018,1980
B,implant,hmp_vagina,B_allup,019,1846
B,implant,hmp_vagina,B_allup,020,1941
B,implant,hmp_vagina,B_conf04,001,1909
B,implant,hmp_vagina,B_conf04,002,1929
B,implant,hmp_vagina,B_conf04,003,1921
B,implant,hmp_vagina,B_conf04,004,2033
B,implant,hmp_vagina,B_conf04,005,1870
B,implant,hmp_vagina,B_conf04,006,1925
B,implant,hmp_vagina,B_conf04,007,1967
B,implant,hmp_vagina,B_conf04,008,1957
B,implant,hmp_vagina,B_conf04,009,1994
B,implant,hmp_vagina,B_conf04,010,1995
B,implant,hmp_vagina,B_conf04,011,1897
B,implant,hmp_vagina,B_conf04,012,2055
B,implant,hmp_vagina,B_conf04,013,1950
B,implant,hmp_vagina,B_conf04,014,1953
B,implant,hmp_vagina,B_conf04,015,1964
B,implant,hmp_vagina,B_conf04,016,1948
B,implant,hmp_vagina,B_conf04,017,1896
B,implant,hmp_vagina,B_conf04,018,1967
B,implant,hmp_vagina,B_conf04,019,2004
B,implant,hmp_vagina,B_conf04,020,1980
B,implant,hmp_vagina,B_conf07,001,2070
B,implant,hmp_vagina,B_conf07,002,2019
B,implant,hmp_vagina,B_conf07,003,1992
B,implant,hmp_vagina,B_conf07,004,1931
B,implant,hmp_vagina,B_conf07,005,1939
B,implant,hmp_vagina,B_conf07,006,1906
B,implant,hmp_vagina,B_conf07,007,2051
B,implant,hmp_vagina,B_conf07,008,1877
B,implant,hmp_vagina,B_conf07,009,1998
B,implant,hmp_vagina,B_conf07,010,2113
B,implant,hmp_vagina,B_conf07,011,1975
B,implant,hmp_vagina,B_conf07,012,1919
B,implant,hmp_vagina,B_conf07,013,1982
B,implant,hmp_vagina,B_conf07,014,1993
B,implant,hmp_vagina,B_conf07,015,1967
B,implant,hmp_vagina,B_conf07,016,2001
B,implant,hmp_vagina,B_conf07,017,1892
B,implant,hmp_vagina,B_conf07,018,2018
B,implant,hmp_vagina,B_conf07,019,2020
B,implant,hmp_vagina,B_conf07,020,2022
B,implant,hmp_vagina,B_cont,001,1871
B,implant,hmp_vagina,B_cont,002,1908
B,implant,hmp_vagina,B_cont,003,1959
B,implant,hmp_vagina,B_cont,004,1935
B,implant,hmp_vagina,B_cont,005,1874
B,implant,hmp_vagina,B_cont,006,1929
B,implant,hmp_vagina,B_cont,007,1955
B,implant,hmp_vagina,B_cont,008,1984
B,implant,hmp_vagina,B_cont,009,2041
B,implant,hmp_vagina,B_cont,010,1895
B,implant,hmp_vagina,B_cont,011,2046
B,implant,hmp_vagina,B_cont,012,2057
B,implant,hmp_vagina,B_cont,013,1975
B,implant,hmp_vagina,B_cont,014,1951
B,implant,hmp_vagina,B_cont,015,1998
B,implant,hmp_vagina,B_cont,016,2058
B,implant,hmp_vagina,B_cont,017,1959
B,implant,hmp_vagina,B_cont,018,1937
B,implant,hmp_vagina,B_cont,019,1872
B,implant,hmp_vagina,B_cont,020,1966
B,implant,hmp_vagina,B_da05,001,2060
B,implant,hmp_vagina,B_da05,002,1880
B,implant,hmp_vagina,B_da05,003,1984
B,implant,hmp_vagina,B_da05,004,2000
B,implant,hmp_vagina,B_da05,005,1950
B,implant,hmp_vagina,B_da05,006,2033
B,implant,hmp_vagina,B_da05,007,1952
B,implant,hmp_vagina,B_da05,008,1998
B,implant,hmp_vagina,B_da05,009,2054
B,implant,hmp_vagina,B_da05,010,2074
B,implant,hmp_vagina,B_da05,011,1954
B,implant,hmp_vagina,B_da05,012,1903
B,implant,hmp_vagina,B_da05,013,2029
B,implant,hmp_vagina,B_da05,014,1823
B,implant,hmp_vagina,B_da05,015,1754
B,implant,hmp_vagina,B_da05,016,1925
B,implant,hmp_vagina,B_da05,017,1987
B,implant,hmp_vagina,B_da05,018,1988
B,implant,hmp_vagina,B_da05,019,2021
B,implant,hmp_vagina,B_da05,020,1978
B,implant,hmp_vagina,B_graded,001,1975
B,implant,hmp_vagina,B_graded,002,1875
B,implant,hmp_vagina,B_graded,003,1956
B,implant,hmp_vagina,B_graded,004,1975
B,implant,hmp_vagina,B_graded,005,1968
B,implant,hmp_vagina,B_graded,006,1775
B,implant,hmp_vagina,B_graded,007,1929
B,implant,hmp_vagina,B_graded,008,1985
B,implant,hmp_vagina,B_graded,009,2030
B,implant,hmp_vagina,B_graded,010,1759
B,implant,hmp_vagina,B_graded,011,1959
B,implant,hmp_vagina,B_graded,012,1990
B,implant,hmp_vagina,B_graded,013,1974
B,implant,hmp_vagina,B_graded,014,1974
B,implant,hmp_vagina,B_graded,015,1938
B,implant,hmp_vagina,B_graded,016,2001
B,implant,hmp_vagina,B_graded,017,2019
B,implant,hmp_vagina,B_graded,018,1952
B,implant,hmp_vagina,B_graded,019,1947
B,implant,hmp_vagina,B_graded,020,1994
B,implant,hmp_vagina,B_large,001,1950
B,implant,hmp_vagina,B_large,002,1978
B,implant,hmp_vagina,B_large,003,2097
B,implant,hmp_vagina,B_large,004,2069
B,implant,hmp_vagina,B_large,005,1972
B,implant,hmp_vagina,B_large,006,2031
B,implant,hmp_vagina,B_large,007,1994
B,implant,hmp_vagina,B_large,008,1990
B,implant,hmp_vagina,B_large,009,1997
B,implant,hmp_vagina,B_large,010,1978
B,implant,hmp_vagina,B_large,011,2001
B,implant,hmp_vagina,B_large,012,1990
B,implant,hmp_vagina,B_large,013,1951
B,implant,hmp_vagina,B_large,014,1814
B,implant,hmp_vagina,B_large,015,2065
B,implant,hmp_vagina,B_large,016,1844
B,implant,hmp_vagina,B_large,017,1950
B,implant,hmp_vagina,B_large,018,2049
B,implant,hmp_vagina,B_large,019,2020
B,implant,hmp_vagina,B_large,020,1881
B,implant,hmp_vagina,B_n100,001,1966
B,implant,hmp_vagina,B_n100,002,1912
B,implant,hmp_vagina,B_n100,003,1782
B,implant,hmp_vagina,B_n100,004,1959
B,implant,hmp_vagina,B_n100,005,1832
B,implant,hmp_vagina,B_n100,006,2014
B,implant,hmp_vagina,B_n100,007,1883
B,implant,hmp_vagina,B_n100,008,1846
B,implant,hmp_vagina,B_n100,009,1835
B,implant,hmp_vagina,B_n100,010,1931
B,implant,hmp_vagina,B_n100,011,1900
B,implant,hmp_vagina,B_n100,012,1990
B,implant,hmp_vagina,B_n100,013,1804
B,implant,hmp_vagina,B_n100,014,1903
B,implant,hmp_vagina,B_n100,015,1864
B,implant,hmp_vagina,B_n100,016,2054
B,implant,hmp_vagina,B_n100,017,1972
B,implant,hmp_vagina,B_n100,018,1972
B,implant,hmp_vagina,B_n100,019,1977
B,implant,hmp_vagina,B_n100,020,2029
B,implant,hmp_vagina,B_n20,001,1529
B,implant,hmp_vagina,B_n20,002,1525
B,implant,hmp_vagina,B_n20,003,1529
B,implant,hmp_vagina,B_n20,004,1470
B,implant,hmp_vagina,B_n20,005,1463
B,implant,hmp_vagina,B_n20,006,1534
B,implant,hmp_vagina,B_n20,007,1484
B,implant,hmp_vagina,B_n20,008,1528
B,implant,hmp_vagina,B_n20,009,1482
B,implant,hmp_vagina,B_n20,010,1480
B,implant,hmp_vagina,B_n20,011,1530
B,implant,hmp_vagina,B_n20,012,1486
B,implant,hmp_vagina,B_n20,013,1470
B,implant,hmp_vagina,B_n20,014,1543
B,implant,hmp_vagina,B_n20,015,1512
B,implant,hmp_vagina,B_n20,016,1533
B,implant,hmp_vagina,B_n20,017,1534
B,implant,hmp_vagina,B_n20,018,1513
B,implant,hmp_vagina,B_n20,019,1514
B,implant,hmp_vagina,B_n20,020,1488
B,implant,hmp_vagina,B_null,001,1913
B,implant,hmp_vagina,B_null,002,1992
B,implant,hmp_vagina,B_null,003,1991
B,implant,hmp_vagina,B_null,004,1978
B,implant,hmp_vagina,B_null,005,1996
B,implant,hmp_vagina,B_null,006,1999
B,implant,hmp_vagina,B_null,007,1812
B,implant,hmp_vagina,B_null,008,1956
B,implant,hmp_vagina,B_null,009,2124
B,implant,hmp_vagina,B_null,010,1982
B,implant,hmp_vagina,B_null,011,1980
B,implant,hmp_vagina,B_null,012,1987
B,implant,hmp_vagina,B_null,013,1990
B,implant,hmp_vagina,B_null,014,1864
B,implant,hmp_vagina,B_null,015,1923
B,implant,hmp_vagina,B_null,016,1880
B,implant,hmp_vagina,B_null,017,1887
B,implant,hmp_vagina,B_null,018,2111
B,implant,hmp_vagina,B_null,019,1930
B,implant,hmp_vagina,B_null,020,1977
B,implant,hmp_vagina,B_null,021,1996
B,implant,hmp_vagina,B_null,022,2040
B,implant,hmp_vagina,B_null,023,1957
B,implant,hmp_vagina,B_null,024,2065
B,implant,hmp_vagina,B_null,025,1905
B,implant,hmp_vagina,B_null,026,1989
B,implant,hmp_vagina,B_null,027,2110
B,implant,hmp_vagina,B_null,028,1947
B,implant,hmp_vagina,B_null,029,1975
B,implant,hmp_vagina,B_null,030,2010
B,implant,hmp_vagina,B_null,031,1860
B,implant,hmp_vagina,B_null,032,2057
B,implant,hmp_vagina,B_null,033,1975
B,implant,hmp_vagina,B_null,034,2030
B,implant,hmp_vagina,B_null,035,1950
B,implant,hmp_vagina,B_null,036,1879
B,implant,hmp_vagina,B_null,037,2035
B,implant,hmp_vagina,B_null,038,1938
B,implant,hmp_vagina,B_null,039,2006
B,implant,hmp_vagina,B_null,040,1936
B,implant,hmp_vagina,B_null,041,1982
B,implant,hmp_vagina,B_null,042,1979
B,implant,hmp_vagina,B_null,043,1851
B,implant,hmp_vagina,B_null,044,1998
B,implant,hmp_vagina,B_null,045,2000
B,implant,hmp_vagina,B_null,046,1834
B,implant,hmp_vagina,B_null,047,1882
B,implant,hmp_vagina,B_null,048,1935
B,implant,hmp_vagina,B_null,049,1891
B,implant,hmp_vagina,B_null,050,2020
B,implant,hmp_vagina,B_prev,001,1970
B,implant,hmp_vagina,B_prev,002,2031
B,implant,hmp_vagina,B_prev,003,1990
B,implant,hmp_vagina,B_prev,004,2004
B,implant,hmp_vagina,B_prev,005,1957
B,implant,hmp_vagina,B_prev,006,1985
B,implant,hmp_vagina,B_prev,007,1991
B,implant,hmp_vagina,B_prev,008,1941
B,implant,hmp_vagina,B_prev,009,2017
B,implant,hmp_vagina,B_prev,010,2047
B,implant,hmp_vagina,B_prev,011,1786
B,implant,hmp_vagina,B_prev,012,1908
B,implant,hmp_vagina,B_prev,013,1947
B,implant,hmp_vagina,B_prev,014,1989
B,implant,hmp_vagina,B_prev,015,1987
B,implant,hmp_vagina,B_prev,016,2035
B,implant,hmp_vagina,B_prev,017,1958
B,implant,hmp_vagina,B_prev,018,2005
B,implant,hmp_vagina,B_prev,019,2051
B,implant,hmp_vagina,B_prev,020,1970
B,implant,hmp_vagina,B_ref,001,1835
B,implant,hmp_vagina,B_ref,002,1982
B,implant,hmp_vagina,B_ref,003,1978
B,implant,hmp_vagina,B_ref,004,1886
B,implant,hmp_vagina,B_ref,005,1991
B,implant,hmp_vagina,B_ref,006,1981
B,implant,hmp_vagina,B_ref,007,1989
B,implant,hmp_vagina,B_ref,008,1854
B,implant,hmp_vagina,B_ref,009,2010
B,implant,hmp_vagina,B_ref,010,1981
B,implant,hmp_vagina,B_ref,011,1984
B,implant,hmp_vagina,B_ref,012,1969
B,implant,hmp_vagina,B_ref,013,1986
B,implant,hmp_vagina,B_ref,014,1990
B,implant,hmp_vagina,B_ref,015,1897
B,implant,hmp_vagina,B_ref,016,1998
B,implant,hmp_vagina,B_ref,017,1940
B,implant,hmp_vagina,B_ref,018,1991
B,implant,hmp_vagina,B_ref,019,1960
B,implant,hmp_vagina,B_ref,020,1884
B,implant,hmp_vagina,B_small,001,1892
B,implant,hmp_vagina,B_small,002,1944
B,implant,hmp_vagina,B_small,003,1974
B,implant,hmp_vagina,B_small,004,1925
B,implant,hmp_vagina,B_small,005,1986
B,implant,hmp_vagina,B_small,006,2011
B,implant,hmp_vagina,B_small,007,1997
B,implant,hmp_vagina,B_small,008,1830
B,implant,hmp_vagina,B_small,009,2004
B,implant,hmp_vagina,B_small,010,2025
B,implant,hmp_vagina,B_small,011,1979
B,implant,hmp_vagina,B_small,012,1978
B,implant,hmp_vagina,B_small,013,1931
B,implant,hmp_vagina,B_small,014,1997
B,implant,hmp_vagina,B_small,015,1915
B,implant,hmp_vagina,B_small,016,1845
B,implant,hmp_vagina,B_small,017,1906
B,implant,hmp_vagina,B_small,018,1946
B,implant,hmp_vagina,B_small,019,1987
B,implant,hmp_vagina,B_small,020,1789
B,implant,risk_stool,B_abund,001,10653
B,implant,risk_stool,B_abund,002,10810
B,implant,risk_stool,B_abund,003,11083
B,implant,risk_stool,B_abund,004,9444
B,implant,risk_stool,B_abund,005,10776
B,implant,risk_stool,B_abund,006,9836
B,implant,risk_stool,B_abund,007,10876
B,implant,risk_stool,B_abund,008,10798
B,implant,risk_stool,B_abund,009,10505
B,implant,risk_stool,B_abund,010,10646
B,implant,risk_stool,B_abund,011,10041
B,implant,risk_stool,B_abund,012,9253
B,implant,risk_stool,B_abund,013,10685
B,implant,risk_stool,B_abund,014,11069
B,implant,risk_stool,B_abund,015,10961
B,implant,risk_stool,B_abund,016,9514
B,implant,risk_stool,B_abund,017,11302
B,implant,risk_stool,B_abund,018,11027
B,implant,risk_stool,B_abund,019,11061
B,implant,risk_stool,B_abund,020,10616
B,implant,risk_stool,B_allup,001,11008
B,implant,risk_stool,B_allup,002,10550
B,implant,risk_stool,B_allup,003,10271
B,implant,risk_stool,B_allup,004,9960
B,implant,risk_stool,B_allup,005,9980
B,implant,risk_stool,B_allup,006,11223
B,implant,risk_stool,B_allup,007,9985
B,implant,risk_stool,B_allup,008,9773
B,implant,risk_stool,B_allup,009,10275
B,implant,risk_stool,B_allup,010,10111
B,implant,risk_stool,B_allup,011,11107
B,implant,risk_stool,B_allup,012,10314
B,implant,risk_stool,B_allup,013,10625
B,implant,risk_stool,B_allup,014,9728
B,implant,risk_stool,B_allup,015,10893
B,implant,risk_stool,B_allup,016,10355
B,implant,risk_stool,B_allup,017,11078
B,implant,risk_stool,B_allup,018,10333
B,implant,risk_stool,B_allup,019,10861
B,implant,risk_stool,B_allup,020,10557
B,implant,risk_stool,B_conf04,001,10796
B,implant,risk_stool,B_conf04,002,9456
B,implant,risk_stool,B_conf04,003,9900
B,implant,risk_stool,B_conf04,004,8849
B,implant,risk_stool,B_conf04,005,10770
B,implant,risk_stool,B_conf04,006,10916
B,implant,risk_stool,B_conf04,007,10817
B,implant,risk_stool,B_conf04,008,10961
B,implant,risk_stool,B_conf04,009,10613
B,implant,risk_stool,B_conf04,010,10672
B,implant,risk_stool,B_conf04,011,10360
B,implant,risk_stool,B_conf04,012,10884
B,implant,risk_stool,B_conf04,013,10003
B,implant,risk_stool,B_conf04,014,10253
B,implant,risk_stool,B_conf04,015,9638
B,implant,risk_stool,B_conf04,016,10453
B,implant,risk_stool,B_conf04,017,9223
B,implant,risk_stool,B_conf04,018,10804
B,implant,risk_stool,B_conf04,019,11030
B,implant,risk_stool,B_conf04,020,9005
B,implant,risk_stool,B_conf07,001,10530
B,implant,risk_stool,B_conf07,002,10603
B,implant,risk_stool,B_conf07,003,10716
B,implant,risk_stool,B_conf07,004,11082
B,implant,risk_stool,B_conf07,005,10687
B,implant,risk_stool,B_conf07,006,10577
B,implant,risk_stool,B_conf07,007,9581
B,implant,risk_stool,B_conf07,008,9230
B,implant,risk_stool,B_conf07,009,10077
B,implant,risk_stool,B_conf07,010,10617
B,implant,risk_stool,B_conf07,011,10114
B,implant,risk_stool,B_conf07,012,10629
B,implant,risk_stool,B_conf07,013,10690
B,implant,risk_stool,B_conf07,014,10203
B,implant,risk_stool,B_conf07,015,9908
B,implant,risk_stool,B_conf07,016,9617
B,implant,risk_stool,B_conf07,017,10920
B,implant,risk_stool,B_conf07,018,10674
B,implant,risk_stool,B_conf07,019,10613
B,implant,risk_stool,B_conf07,020,10324
B,implant,risk_stool,B_cont,001,10052
B,implant,risk_stool,B_cont,002,9956
B,implant,risk_stool,B_cont,003,10399
B,implant,risk_stool,B_cont,004,10538
B,implant,risk_stool,B_cont,005,9498
B,implant,risk_stool,B_cont,006,10438
B,implant,risk_stool,B_cont,007,9919
B,implant,risk_stool,B_cont,008,9457
B,implant,risk_stool,B_cont,009,10374
B,implant,risk_stool,B_cont,010,10677
B,implant,risk_stool,B_cont,011,10400
B,implant,risk_stool,B_cont,012,9671
B,implant,risk_stool,B_cont,013,10648
B,implant,risk_stool,B_cont,014,9896
B,implant,risk_stool,B_cont,015,9586
B,implant,risk_stool,B_cont,016,10688
B,implant,risk_stool,B_cont,017,10859
B,implant,risk_stool,B_cont,018,11153
B,implant,risk_stool,B_cont,019,10678
B,implant,risk_stool,B_cont,020,10805
B,implant,risk_stool,B_da05,001,9057
B,implant,risk_stool,B_da05,002,11221
B,implant,risk_stool,B_da05,003,9960
B,implant,risk_stool,B_da05,004,9236
B,implant,risk_stool,B_da05,005,10584
B,implant,risk_stool,B_da05,006,10694
B,implant,risk_stool,B_da05,007,10601
B,implant,risk_stool,B_da05,008,10999
B,implant,risk_stool,B_da05,009,10595
B,implant,risk_stool,B_da05,010,9938
B,implant,risk_stool,B_da05,011,10762
B,implant,risk_stool,B_da05,012,10935
B,implant,risk_stool,B_da05,013,10536
B,implant,risk_stool,B_da05,014,10484
B,implant,risk_stool,B_da05,015,10355
B,implant,risk_stool,B_da05,016,9906
B,implant,risk_stool,B_da05,017,11026
B,implant,risk_stool,B_da05,018,10785
B,implant,risk_stool,B_da05,019,9260
B,implant,risk_stool,B_da05,020,10529
B,implant,risk_stool,B_graded,001,10786
B,implant,risk_stool,B_graded,002,9461
B,implant,risk_stool,B_graded,003,10524
B,implant,risk_stool,B_graded,004,11110
B,implant,risk_stool,B_graded,005,11030
B,implant,risk_stool,B_graded,006,10657
B,implant,risk_stool,B_graded,007,10027
B,implant,risk_stool,B_graded,008,9550
B,implant,risk_stool,B_graded,009,10640
B,implant,risk_stool,B_graded,010,9237
B,implant,risk_stool,B_graded,011,10719
B,implant,risk_stool,B_graded,012,10524
B,implant,risk_stool,B_graded,013,10337
B,implant,risk_stool,B_graded,014,11041
B,implant,risk_stool,B_graded,015,10654
B,implant,risk_stool,B_graded,016,10513
B,implant,risk_stool,B_graded,017,11020
B,implant,risk_stool,B_graded,018,10487
B,implant,risk_stool,B_graded,019,10897
B,implant,risk_stool,B_graded,020,10527
B,implant,risk_stool,B_large,001,10598
B,implant,risk_stool,B_large,002,10676
B,implant,risk_stool,B_large,003,11099
B,implant,risk_stool,B_large,004,10432
B,implant,risk_stool,B_large,005,10651
B,implant,risk_stool,B_large,006,9972
B,implant,risk_stool,B_large,007,9218
B,implant,risk_stool,B_large,008,11113
B,implant,risk_stool,B_large,009,9962
B,implant,risk_stool,B_large,010,9650
B,implant,risk_stool,B_large,011,10650
B,implant,risk_stool,B_large,012,10658
B,implant,risk_stool,B_large,013,10009
B,implant,risk_stool,B_large,014,10436
