axis,simulator,template,regime_id,replicate,peak_rss_mb
B,implant,risk_stool,B_large,015,10640
B,implant,risk_stool,B_large,016,11165
B,implant,risk_stool,B_large,017,10405
B,implant,risk_stool,B_large,018,10266
B,implant,risk_stool,B_large,019,11064
B,implant,risk_stool,B_large,020,9904
B,implant,risk_stool,B_n100,001,623
B,implant,risk_stool,B_n100,002,623
B,implant,risk_stool,B_n100,003,623
B,implant,risk_stool,B_n100,004,623
B,implant,risk_stool,B_n100,005,623
B,implant,risk_stool,B_n100,006,623
B,implant,risk_stool,B_n100,007,623
B,implant,risk_stool,B_n100,008,623
B,implant,risk_stool,B_n100,009,623
B,implant,risk_stool,B_n100,010,623
B,implant,risk_stool,B_n100,011,623
B,implant,risk_stool,B_n100,012,623
B,implant,risk_stool,B_n100,013,623
B,implant,risk_stool,B_n100,014,623
B,implant,risk_stool,B_n100,015,623
B,implant,risk_stool,B_n100,016,623
B,implant,risk_stool,B_n100,017,622
B,implant,risk_stool,B_n100,018,623
B,implant,risk_stool,B_n100,019,623
B,implant,risk_stool,B_n100,020,622
B,implant,risk_stool,B_n20,001,2912
B,implant,risk_stool,B_n20,002,3053
B,implant,risk_stool,B_n20,003,3100
B,implant,risk_stool,B_n20,004,2798
B,implant,risk_stool,B_n20,005,2978
B,implant,risk_stool,B_n20,006,3118
B,implant,risk_stool,B_n20,007,3041
B,implant,risk_stool,B_n20,008,2941
B,implant,risk_stool,B_n20,009,3008
B,implant,risk_stool,B_n20,010,3030
B,implant,risk_stool,B_n20,011,3012
B,implant,risk_stool,B_n20,012,2943
B,implant,risk_stool,B_n20,013,2872
B,implant,risk_stool,B_n20,014,3087
B,implant,risk_stool,B_n20,015,2906
B,implant,risk_stool,B_n20,016,2764
B,implant,risk_stool,B_n20,017,2966
B,implant,risk_stool,B_n20,018,3114
B,implant,risk_stool,B_n20,019,3206
B,implant,risk_stool,B_n20,020,3135
B,implant,risk_stool,B_null,001,9193
B,implant,risk_stool,B_null,002,11146
B,implant,risk_stool,B_null,003,9446
B,implant,risk_stool,B_null,004,10454
B,implant,risk_stool,B_null,005,11031
B,implant,risk_stool,B_null,006,10386
B,implant,risk_stool,B_null,007,8637
B,implant,risk_stool,B_null,008,10781
B,implant,risk_stool,B_null,009,10076
B,implant,risk_stool,B_null,010,9143
B,implant,risk_stool,B_null,011,10934
B,implant,risk_stool,B_null,012,11191
B,implant,risk_stool,B_null,013,9964
B,implant,risk_stool,B_null,014,10487
B,implant,risk_stool,B_null,015,10502
B,implant,risk_stool,B_null,016,9004
B,implant,risk_stool,B_null,017,10674
B,implant,risk_stool,B_null,018,10023
B,implant,risk_stool,B_null,019,11073
B,implant,risk_stool,B_null,020,10498
B,implant,risk_stool,B_null,021,10953
B,implant,risk_stool,B_null,022,8886
B,implant,risk_stool,B_null,023,9044
B,implant,risk_stool,B_null,024,11117
B,implant,risk_stool,B_null,025,10459
B,implant,risk_stool,B_null,026,9145
B,implant,risk_stool,B_null,027,10688
B,implant,risk_stool,B_null,028,10478
B,implant,risk_stool,B_null,029,10478
B,implant,risk_stool,B_null,030,10954
B,implant,risk_stool,B_null,031,10459
B,implant,risk_stool,B_null,032,10299
B,implant,risk_stool,B_null,033,10143
B,implant,risk_stool,B_null,034,9516
B,implant,risk_stool,B_null,035,9244
B,implant,risk_stool,B_null,036,9437
B,implant,risk_stool,B_null,037,8999
B,implant,risk_stool,B_null,038,10997
B,implant,risk_stool,B_null,039,11088
B,implant,risk_stool,B_null,040,8889
B,implant,risk_stool,B_null,041,10917
B,implant,risk_stool,B_null,042,9861
B,implant,risk_stool,B_null,043,9456
B,implant,risk_stool,B_null,044,10552
B,implant,risk_stool,B_null,045,10616
B,implant,risk_stool,B_null,046,10291
B,implant,risk_stool,B_null,047,9476
B,implant,risk_stool,B_null,048,9225
B,implant,risk_stool,B_null,049,10482
B,implant,risk_stool,B_null,050,10547
B,implant,risk_stool,B_prev,001,8638
B,implant,risk_stool,B_prev,002,9894
B,implant,risk_stool,B_prev,003,9266
B,implant,risk_stool,B_prev,004,9179
B,implant,risk_stool,B_prev,005,10115
B,implant,risk_stool,B_prev,006,10763
B,implant,risk_stool,B_prev,007,9899
B,implant,risk_stool,B_prev,008,10535
B,implant,risk_stool,B_prev,009,10639
B,implant,risk_stool,B_prev,010,10534
B,implant,risk_stool,B_prev,011,9887
B,implant,risk_stool,B_prev,012,10624
B,implant,risk_stool,B_prev,013,9899
B,implant,risk_stool,B_prev,014,10626
B,implant,risk_stool,B_prev,015,10579
B,implant,risk_stool,B_prev,016,10654
B,implant,risk_stool,B_prev,017,10960
B,implant,risk_stool,B_prev,018,10293
B,implant,risk_stool,B_prev,019,10796
B,implant,risk_stool,B_prev,020,10482
B,implant,risk_stool,B_ref,001,9000
B,implant,risk_stool,B_ref,002,10383
B,implant,risk_stool,B_ref,003,10642
B,implant,risk_stool,B_ref,004,10597
B,implant,risk_stool,B_ref,005,10635
B,implant,risk_stool,B_ref,006,9203
B,implant,risk_stool,B_ref,007,9120
B,implant,risk_stool,B_ref,008,10671
B,implant,risk_stool,B_ref,009,9299
B,implant,risk_stool,B_ref,010,9415
B,implant,risk_stool,B_ref,011,10603
B,implant,risk_stool,B_ref,012,10901
B,implant,risk_stool,B_ref,013,10960
B,implant,risk_stool,B_ref,014,9214
B,implant,risk_stool,B_ref,015,10578
B,implant,risk_stool,B_ref,016,10252
B,implant,risk_stool,B_ref,017,10805
B,implant,risk_stool,B_ref,018,9716
B,implant,risk_stool,B_ref,019,9276
B,implant,risk_stool,B_ref,020,10780
B,implant,risk_stool,B_small,001,10551
B,implant,risk_stool,B_small,002,9719
B,implant,risk_stool,B_small,003,10676
B,implant,risk_stool,B_small,004,10572
B,implant,risk_stool,B_small,005,10825
B,implant,risk_stool,B_small,006,10581
B,implant,risk_stool,B_small,007,10565
B,implant,risk_stool,B_small,008,9233
B,implant,risk_stool,B_small,009,10614
B,implant,risk_stool,B_small,010,10737
B,implant,risk_stool,B_small,011,11092
B,implant,risk_stool,B_small,012,10992
B,implant,risk_stool,B_small,013,10228
B,implant,risk_stool,B_small,014,10384
B,implant,risk_stool,B_small,015,9500
B,implant,risk_stool,B_small,016,10530
B,implant,risk_stool,B_small,017,11148
B,implant,risk_stool,B_small,018,9057
B,implant,risk_stool,B_small,019,10672
B,implant,risk_stool,B_small,020,10592
