"n","c_depth","disp","rep","method","n_taxa","n_fail","fdr","tpr","rej_null","rej_prev_only","rej_abund_only","rej_both"
100,1,"nb",1,"occ_ztnb_lN",291,7,0.4,0.136363636363636,0.066079295154185,0.32,0.2,0.315789473684211
100,1,"nb",1,"zip",294,4,0,0.0681818181818182,0.0652173913043478,0.44,0.1,0.473684210526316
100,1,"nb",1,"zinb",285,13,0,0.0232558139534884,0.0134529147982063,0.125,0.0526315789473684,0.157894736842105
20,2,"nb",1,"naive",254,0,0,0,0.0480769230769231,0.1,0.1,0
20,2,"nb",1,"depthcov",254,0,0,0,0.00961538461538462,0.1,0.05,0
20,2,"nb",1,"er_lm",254,0,1,0,0.0721153846153846,0.2,0.15,0.125
20,2,"nb",1,"abund_ztnb_t",189,65,0,0,0.0382165605095541,0.428571428571429,0.266666666666667,0.4
20,2,"nb",1,"abund_ztnb",192,62,0,0,0.075,0.571428571428571,0.4,0.3
20,2,"nb",1,"abund_lm_depth",192,62,0,0,0.05,0.142857142857143,0.133333333333333,0.1
20,2,"nb",1,"abund_lm",192,62,0,0,0.04375,0.285714285714286,0.0666666666666667,0.2
20,2,"nb",1,"occ_depth",254,0,1,0,0.0817307692307692,0.3,0.2,0.3125
20,2,"nb",1,"occ_full",254,0,1,0,0.0721153846153846,0.3,0.1,0.25
20,2,"nb",1,"occ_lmd",254,0,1,0,0.0673076923076923,0.3,0.1,0.25
20,2,"nb",1,"occ_lmd_lN",254,0,1,0,0.0576923076923077,0.2,0.25,0.125
20,2,"nb",1,"occ_ztnb",192,62,0,0,0.06875,0.285714285714286,0.133333333333333,0
20,2,"nb",1,"occ_ztnb_lN",192,62,1,0,0.06875,0.142857142857143,0.133333333333333,0
20,2,"nb",1,"zip",248,6,0,0,0.0388349514563107,0,0.0526315789473684,0
20,2,"nb",1,"zinb",0,254,0,NA,NA,NA,NA,NA
50,2,"nb",1,"naive",291,0,0,0.0555555555555556,0.0815450643776824,0.529411764705882,0.136363636363636,0.421052631578947
50,2,"nb",1,"depthcov",291,0,0,0,0.0472103004291846,0.470588235294118,0.136363636363636,0.368421052631579
50,2,"nb",1,"er_lm",291,0,0,0.0555555555555556,0.0515021459227468,0.470588235294118,0.227272727272727,0.368421052631579
50,2,"nb",1,"abund_ztnb_t",275,16,0.5,0.0256410256410256,0.123287671232877,0.117647058823529,0.333333333333333,0.277777777777778
50,2,"nb",1,"abund_ztnb",277,14,0,0,0.126696832579186,0.117647058823529,0.285714285714286,0.333333333333333
