"pi1","balance","comm","bloom","effect","rep","method","n_eval","shift","bias_null","rmse_all","type1","power","fdr","tpr","ci_cov","ref_purity"
0.4,"all_up","even",TRUE,"fixed",16,"enull",300,0.531712388961882,0.00988003446075817,0.206882072059157,0.0614525139664804,1,0.04,0.991735537190083,0.923333333333333,NA
0.4,"all_up","even",TRUE,"fixed",16,"dacomp",240,0.531712388961882,-0.353844391290261,0.40849742126239,0.405797101449275,0.892156862745098,0.355072463768116,0.872549019607843,0.583333333333333,0.683333333333333
0.4,"all_up","even",TRUE,"fixed",16,"adapt",150,0.531712388961882,-0.3376734954285,0.240681795958708,0.212121212121212,1,0.0487804878048781,1,0.873333333333333,0.973333333333333
0.4,"all_up","even",TRUE,"fixed",16,"oracle",300,0.531712388961882,0.0156475125209642,0.20695153275203,0.0670391061452514,1,0.04,0.991735537190083,0.923333333333333,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"none",300,0.0356730570581822,-0.0300784159960146,0.188859732534238,0.0422535211267606,1,0.0588235294117647,1,0.96,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"clr",300,0.0356730570581822,-0.00992384330583949,0.187064331545892,0.0387323943661972,1,0.0588235294117647,1,0.963333333333333,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"median",300,0.0356730570581822,0.00689364898198028,0.187220882791044,0.0316901408450704,1,0.0588235294117647,1,0.97,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"mode",300,0.0356730570581822,0.0155599872137277,0.187890141699169,0.0352112676056338,1,0.0588235294117647,1,0.966666666666667,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"huber",300,0.0356730570581822,-0.0008155311268963,0.186961443418354,0.028169014084507,1,0.0588235294117647,1,0.973333333333333,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"enull",300,0.0356730570581822,-0.000906507793981533,0.186960277428887,0.028169014084507,1,0.0588235294117647,1,0.973333333333333,NA
0.05,"balanced","dominant",TRUE,"fixed",16,"dacomp",240,0.0356730570581822,-0.00857125729449724,0.190709195337713,0.0266666666666667,1,0.0625,1,0.975,0.983333333333333
0.05,"balanced","dominant",TRUE,"fixed",16,"adapt",150,0.0356730570581822,0.00375151012464414,0.253646627492688,0.0597014925373134,1,0.0588235294117647,1,0.946666666666667,1
0.05,"balanced","dominant",TRUE,"fixed",16,"oracle",300,0.0356730570581822,0.00559464106216762,0.187154947487061,0.0316901408450704,1,0.0588235294117647,1,0.97,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"none",300,0.157816853569575,-0.155387386899219,0.272923353401133,0.158995815899582,0.950819672131147,0.191176470588235,0.901639344262295,0.82,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"clr",300,0.157816853569575,-0.055972873018223,0.236617807286713,0.096234309623431,0.934426229508197,0.126984126984127,0.901639344262295,0.886666666666667,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"median",300,0.157816853569575,-0.0216122823988188,0.232789001155992,0.0711297071129707,0.918032786885246,0.1,0.885245901639344,0.906666666666667,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"mode",300,0.157816853569575,-0.051961161669794,0.23591608445148,0.0794979079497908,0.934426229508197,0.112903225806452,0.901639344262295,0.9,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"huber",300,0.157816853569575,-0.0200237921468217,0.232733186571696,0.0711297071129707,0.918032786885246,0.1,0.885245901639344,0.906666666666667,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"enull",300,0.157816853569575,0.00127499478016909,0.233031807307015,0.0669456066945607,0.918032786885246,0.0862068965517241,0.868852459016393,0.91,NA
0.2,"balanced","dominant",TRUE,"fixed",16,"dacomp",240,0.157816853569575,-0.0019112798643463,0.241504418598778,0.0540540540540541,0.909090909090909,0.0588235294117647,0.872727272727273,0.9125,0.9
0.2,"balanced","dominant",TRUE,"fixed",16,"adapt",150,0.157816853569575,-0.0411818911490929,0.30495662386706,0.144444444444444,0.933333333333333,0.125,0.933333333333333,0.846666666666667,0.993333333333333
0.2,"balanced","dominant",TRUE,"fixed",16,"oracle",300,0.157816853569575,0.00242946667035625,0.233103590491285,0.0669456066945607,0.918032786885246,0.0862068965517241,0.868852459016393,0.91,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"none",300,0.140531280054169,-0.133600368053354,0.272050897105369,0.128491620111732,0.975206611570248,0.0833333333333333,0.909090909090909,0.82,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"clr",300,0.140531280054169,-0.0492230174748538,0.255351926394963,0.0837988826815642,0.933884297520661,0.0593220338983051,0.917355371900826,0.86,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"median",300,0.140531280054169,-0.0199384071675113,0.255883767574899,0.0558659217877095,0.925619834710744,0.0434782608695652,0.909090909090909,0.886666666666667,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"mode",300,0.140531280054169,-0.0466860545632968,0.255265162598037,0.0614525139664804,0.925619834710744,0.0431034482758621,0.917355371900826,0.88,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"huber",300,0.140531280054169,-0.0206278202649789,0.25583273377911,0.0502793296089385,0.925619834710744,0.0434782608695652,0.909090909090909,0.89,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"enull",300,0.140531280054169,-0.00496525495208983,0.257445529397356,0.0558659217877095,0.925619834710744,0.043859649122807,0.900826446280992,0.89,NA
0.4,"balanced","dominant",TRUE,"fixed",16,"dacomp",240,0.140531280054169,0.0903218423996992,0.289719950833963,0.0666666666666667,0.904761904761905,0.0416666666666667,0.876190476190476,0.8625,0.733333333333333
0.4,"balanced","dominant",TRUE,"fixed",16,"adapt",150,0.140531280054169,-0.0704470554253368,0.310712511127941,0.375,0.949152542372881,0.0819672131147541,0.949152542372881,0.78,0.98
0.4,"balanced","dominant",TRUE,"fixed",16,"oracle",300,0.140531280054169,0.00693091200081566,0.259296724853331,0.0614525139664804,0.925619834710744,0.0267857142857143,0.900826446280992,0.883333333333333,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"none",300,0.027035657893884,-0.00210273817627169,0.179075619120217,0.0387323943661972,1,0,0.9375,0.963333333333333,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"clr",300,0.027035657893884,-0.0570651452952277,0.188792743560905,0.0598591549295775,1,0,0.9375,0.94,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"median",300,0.027035657893884,-0.0296113681271344,0.18193943124534,0.0457746478873239,1,0,0.9375,0.956666666666667,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"mode",300,0.027035657893884,-0.044380299013314,0.185152433936527,0.0492957746478873,1,0,0.9375,0.95,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"huber",300,0.027035657893884,-0.0162921462579283,0.18003437890379,0.0422535211267606,1,0,0.9375,0.96,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"enull",300,0.027035657893884,0.00466878278709375,0.179013146243086,0.0387323943661972,1,0,1,0.963333333333333,NA
0.05,"all_up","dominant",TRUE,"fixed",16,"dacomp",240,0.027035657893884,-0.0443131563349058,0.189547796850498,0.04,1,0,0.933333333333333,0.958333333333333,0.983333333333333
0.05,"all_up","dominant",TRUE,"fixed",16,"adapt",150,0.027035657893884,-0.0495316867960767,0.24505800107792,0.0746268656716418,1,0,1,0.933333333333333,1
0.05,"all_up","dominant",TRUE,"fixed",16,"oracle",300,0.027035657893884,0.0249329197176123,0.18035136507818,0.0352112676056338,1,0,1,0.966666666666667,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"none",300,0.289701407549465,-0.245310734352621,0.334289985427722,0.184100418410042,0.868852459016393,0.306451612903226,0.704918032786885,0.773333333333333,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"clr",300,0.289701407549465,-0.186383865707994,0.289012341740387,0.163179916317992,0.934426229508197,0.241935483870968,0.770491803278688,0.79,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"median",300,0.289701407549465,-0.0568176107955221,0.214237534122916,0.0460251046025105,0.967213114754098,0.0833333333333333,0.901639344262295,0.93,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"mode",300,0.289701407549465,-0.00662744015644243,0.200855190308045,0.0334728033472803,1,0.0645161290322581,0.950819672131147,0.943333333333333,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"huber",300,0.289701407549465,-0.0855447743432559,0.2265926690172,0.0585774058577406,0.967213114754098,0.0847457627118644,0.885245901639344,0.916666666666667,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"enull",300,0.289701407549465,-9.38101724604149e-05,0.199975736390119,0.0292887029288703,1,0.0645161290322581,0.950819672131147,0.946666666666667,NA
0.2,"all_up","dominant",TRUE,"fixed",16,"dacomp",240,0.289701407549465,-0.0447384033645242,0.213637171965101,0.0481283422459893,0.943396226415094,0.0392156862745098,0.924528301886792,0.920833333333333,0.866666666666667
0.2,"all_up","dominant",TRUE,"fixed",16,"adapt",150,0.289701407549465,-0.0403346202544176,0.253445822406063,0.0561797752808989,1,0.0483870967741935,0.967213114754098,0.92,1
0.2,"all_up","dominant",TRUE,"fixed",16,"oracle",300,0.289701407549465,0.0443906731968447,0.199648979824518,0.0418410041841004,1,0.0327868852459016,0.967213114754098,0.943333333333333,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"none",300,0.624550860679101,-0.57286182130168,0.640987362750635,0.815642458100559,0.462809917355372,0.741758241758242,0.388429752066116,0.13,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"clr",300,0.624550860679101,-0.378280085104337,0.462001865215521,0.525139664804469,0.801652892561983,0.467455621301775,0.743801652892562,0.423333333333333,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"median",300,0.624550860679101,-0.191488803993042,0.308492877795513,0.17877094972067,0.966942148760331,0.169117647058824,0.933884297520661,0.776666666666667,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"mode",300,0.624550860679101,0.0245502495117814,0.213066016915738,0.128491620111732,0.991735537190083,0.104477611940299,0.991735537190083,0.906666666666667,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"huber",300,0.624550860679101,-0.278496383722351,0.376271013221696,0.268156424581006,0.917355371900826,0.248062015503876,0.801652892561983,0.663333333333333,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"enull",300,0.624550860679101,0.0367848196066156,0.213005579087383,0.128491620111732,0.991735537190083,0.104477611940299,0.991735537190083,0.906666666666667,NA
0.4,"all_up","dominant",TRUE,"fixed",16,"dacomp",240,0.624550860679101,-0.386222563198855,0.47351795989559,0.520547945205479,0.75531914893617,0.452173913043478,0.670212765957447,0.429166666666667,0.55
0.4,"all_up","dominant",TRUE,"fixed",16,"adapt",150,0.624550860679101,-0.224437220687998,0.246714920207621,0.393939393939394,1,0.0859375,1,0.893333333333333,0.973333333333333
0.4,"all_up","dominant",TRUE,"fixed",16,"oracle",300,0.624550860679101,0.0516890393774211,0.213879614258088,0.128491620111732,0.991735537190083,0.104477611940299,0.991735537190083,0.906666666666667,NA
0.05,"balanced","even",FALSE,"graded",16,"none",300,0.056796969838218,-0.0555435550480667,0.197044098866084,0.056140350877193,0.866666666666667,0.0909090909090909,0.666666666666667,0.94,NA
0.05,"balanced","even",FALSE,"graded",16,"clr",300,0.056796969838218,-0.012803614602617,0.191032405476684,0.0526315789473684,0.866666666666667,0.166666666666667,0.666666666666667,0.943333333333333,NA
0.05,"balanced","even",FALSE,"graded",16,"median",300,0.056796969838218,-0.0022362228134701,0.190997039512051,0.0596491228070175,0.866666666666667,0.1,0.6,0.936666666666667,NA
0.05,"balanced","even",FALSE,"graded",16,"mode",300,0.056796969838218,-0.00693999405361389,0.190940571737252,0.056140350877193,0.866666666666667,0.1,0.6,0.94,NA
0.05,"balanced","even",FALSE,"graded",16,"huber",300,0.056796969838218,-0.00139425628142487,0.191019367897078,0.0596491228070175,0.866666666666667,0.1,0.6,0.936666666666667,NA
0.05,"balanced","even",FALSE,"graded",16,"enull",300,0.056796969838218,0.00620982304888745,0.191388763661579,0.056140350877193,0.866666666666667,0.1,0.6,0.94,NA
0.05,"balanced","even",FALSE,"graded",16,"dacomp",240,0.056796969838218,-0.0130463561715426,0.20097308196722,0.0575221238938053,0.857142857142857,0.181818181818182,0.642857142857143,0.9375,0.983333333333333
0.05,"balanced","even",FALSE,"graded",16,"adapt",150,0.056796969838218,-0.0160050541346037,0.261996063174148,0.111111111111111,0.866666666666667,0.166666666666667,0.666666666666667,0.886666666666667,1
0.05,"balanced","even",FALSE,"graded",16,"oracle",300,0.056796969838218,0.00125341479015129,0.19111373942562,0.0631578947368421,0.866666666666667,0.1,0.6,0.933333333333333,NA
0.2,"balanced","even",FALSE,"graded",16,"none",300,-0.000441502923055559,-0.00960357360091083,0.216367906497675,0.0541666666666667,0.783333333333333,0.125,0.7,0.936666666666667,NA
0.2,"balanced","even",FALSE,"graded",16,"clr",300,-0.000441502923055559,-0.00481124335508836,0.216342053663699,0.0541666666666667,0.783333333333333,0.122448979591837,0.716666666666667,0.936666666666667,NA
0.2,"balanced","even",FALSE,"graded",16,"median",300,-0.000441502923055559,-0.00698622075936002,0.216340630878887,0.0541666666666667,0.783333333333333,0.122448979591837,0.716666666666667,0.936666666666667,NA
0.2,"balanced","even",FALSE,"graded",16,"mode",300,-0.000441502923055559,-0.00815081482929706,0.216348857595367,0.0541666666666667,0.783333333333333,0.122448979591837,0.716666666666667,0.936666666666667,NA
0.2,"balanced","even",FALSE,"graded",16,"huber",300,-0.000441502923055559,-0.00171151412867585,0.216381865472958,0.0541666666666667,0.783333333333333,0.122448979591837,0.716666666666667,0.936666666666667,NA
0.2,"balanced","even",FALSE,"graded",16,"enull",300,-0.000441502923055559,-0.00537120525262957,0.21633959725952,0.0541666666666667,0.783333333333333,0.122448979591837,0.716666666666667,0.936666666666667,NA
0.2,"balanced","even",FALSE,"graded",16,"dacomp",240,-0.000441502923055559,-0.00713217577535068,0.229060421786503,0.0625,0.75,0.138888888888889,0.645833333333333,0.933333333333333,0.8
0.2,"balanced","even",FALSE,"graded",16,"adapt",150,-0.000441502923055559,0.00569584395740524,0.289000106121135,0.134020618556701,0.886792452830189,0.134615384615385,0.849056603773585,0.88,0.953333333333333
0.2,"balanced","even",FALSE,"graded",16,"oracle",300,-0.000441502923055559,-0.0100450765239664,0.216375627830393,0.0541666666666667,0.783333333333333,0.106382978723404,0.7,0.936666666666667,NA
0.4,"balanced","even",FALSE,"graded",16,"none",300,0.280332605177055,-0.280044995138107,0.334983712613642,0.283333333333333,0.741666666666667,0.260869565217391,0.708333333333333,0.7,NA
0.4,"balanced","even",FALSE,"graded",16,"clr",300,0.280332605177055,-0.0586486688395095,0.214963231862391,0.0555555555555556,0.775,0.0227272727272727,0.716666666666667,0.903333333333333,NA
0.4,"balanced","even",FALSE,"graded",16,"median",300,0.280332605177055,-0.035885078154259,0.212086390782985,0.0444444444444444,0.766666666666667,0.0113636363636364,0.725,0.916666666666667,NA
0.4,"balanced","even",FALSE,"graded",16,"mode",300,0.280332605177055,-0.0359921260946226,0.212094293205011,0.0444444444444444,0.766666666666667,0.0113636363636364,0.725,0.916666666666667,NA
0.4,"balanced","even",FALSE,"graded",16,"huber",300,0.280332605177055,-0.0272223350993701,0.21162548537534,0.0388888888888889,0.766666666666667,0.0113636363636364,0.725,0.92,NA
0.4,"balanced","even",FALSE,"graded",16,"enull",300,0.280332605177055,-0.00631542254619307,0.211972250859296,0.0277777777777778,0.758333333333333,0.0227272727272727,0.716666666666667,0.93,NA
0.4,"balanced","even",FALSE,"graded",16,"dacomp",240,0.280332605177055,-0.138936631531809,0.251381953912779,0.0902255639097744,0.766355140186916,0.0759493670886076,0.682242990654206,0.883333333333333,0.783333333333333
0.4,"balanced","even",FALSE,"graded",16,"adapt",150,0.280332605177055,-0.107308052894629,0.27580601221158,0.128205128205128,0.828828828828829,0.0222222222222222,0.792792792792793,0.86,0.94
0.4,"balanced","even",FALSE,"graded",16,"oracle",300,0.280332605177055,0.000287610038948149,0.212509473180798,0.0277777777777778,0.766666666666667,0.0227272727272727,0.716666666666667,0.93,NA
0.05,"all_up","even",FALSE,"graded",16,"none",300,0.0593490725808223,-0.0701872723313384,0.200668469436697,0.0701754385964912,0.8,0,0.533333333333333,0.93,NA
0.05,"all_up","even",FALSE,"graded",16,"clr",300,0.0593490725808223,-0.0400193082242657,0.192190509840017,0.0631578947368421,0.866666666666667,0,0.666666666666667,0.936666666666667,NA
0.05,"all_up","even",FALSE,"graded",16,"median",300,0.0593490725808223,-0.00495039930204546,0.188024612845463,0.0385964912280702,0.866666666666667,0.0833333333333333,0.733333333333333,0.96,NA
0.05,"all_up","even",FALSE,"graded",16,"mode",300,0.0593490725808223,0.00198788982818081,0.187966314659851,0.0315789473684211,0.866666666666667,0.0833333333333333,0.733333333333333,0.966666666666667,NA
0.05,"all_up","even",FALSE,"graded",16,"huber",300,0.0593490725808223,-0.014840033885856,0.188549517616735,0.0421052631578947,0.866666666666667,0,0.733333333333333,0.956666666666667,NA
0.05,"all_up","even",FALSE,"graded",16,"enull",300,0.0593490725808223,0.00321896224206991,0.187982720728774,0.0315789473684211,0.866666666666667,0.0833333333333333,0.733333333333333,0.966666666666667,NA
0.05,"all_up","even",FALSE,"graded",16,"dacomp",240,0.0593490725808223,-0.020778012997464,0.195893882044662,0.0440528634361234,0.846153846153846,0,0.692307692307692,0.954166666666667,0.966666666666667
0.05,"all_up","even",FALSE,"graded",16,"adapt",150,0.0593490725808223,-0.0187735930558706,0.254557933272275,0.0882352941176471,0.928571428571429,0.142857142857143,0.857142857142857,0.92,0.993333333333333
0.05,"all_up","even",FALSE,"graded",16,"oracle",300,0.0593490725808223,-0.0108381997505161,0.188274728401377,0.0421052631578947,0.866666666666667,0.0833333333333333,0.733333333333333,0.956666666666667,NA
0.2,"all_up","even",FALSE,"graded",16,"none",300,0.20193521118664,-0.183638755374064,0.268255040091845,0.158333333333333,0.633333333333333,0.24390243902439,0.516666666666667,0.826666666666667,NA
0.2,"all_up","even",FALSE,"graded",16,"clr",300,0.20193521118664,-0.15150162078335,0.246337722118808,0.1125,0.7,0.179487179487179,0.533333333333333,0.866666666666667,NA
0.2,"all_up","even",FALSE,"graded",16,"median",300,0.20193521118664,-0.0548197248514912,0.198005891119512,0.05,0.783333333333333,0.0769230769230769,0.6,0.94,NA
0.2,"all_up","even",FALSE,"graded",16,"mode",300,0.20193521118664,0.00860644857468361,0.187809811175199,0.0416666666666667,0.85,0.0232558139534884,0.7,0.946666666666667,NA
0.2,"all_up","even",FALSE,"graded",16,"huber",300,0.20193521118664,-0.070080487178189,0.203355983549466,0.05,0.783333333333333,0.0810810810810811,0.566666666666667,0.936666666666667,NA
0.2,"all_up","even",FALSE,"graded",16,"enull",300,0.20193521118664,-0.00988906737254146,0.188649503958564,0.0375,0.8,0.025,0.65,0.95,NA
0.2,"all_up","even",FALSE,"graded",16,"dacomp",240,0.20193521118664,-0.0807164558557792,0.212739447481482,0.0423280423280423,0.803921568627451,0.0882352941176471,0.607843137254902,0.9375,0.85
0.2,"all_up","even",FALSE,"graded",16,"adapt",150,0.20193521118664,-0.0842636093972774,0.251173045608022,0.105263157894737,0.872727272727273,0.0666666666666667,0.763636363636364,0.9,0.966666666666667
0.2,"all_up","even",FALSE,"graded",16,"oracle",300,0.20193521118664,0.0182964558125766,0.188095798600089,0.0458333333333333,0.85,0.0232558139534884,0.7,0.943333333333333,NA
0.4,"all_up","even",FALSE,"graded",16,"none",300,0.482970794835103,-0.435352023753799,0.490131209726273,0.566666666666667,0.433333333333333,0.65,0.408333333333333,0.376666666666667,NA
0.4,"all_up","even",FALSE,"graded",16,"clr",300,0.482970794835103,-0.31102484654869,0.38007358120114,0.433333333333333,0.541666666666667,0.486238532110092,0.466666666666667,0.573333333333333,NA
0.4,"all_up","even",FALSE,"graded",16,"median",300,0.482970794835103,-0.170718479171407,0.271115859181808,0.177777777777778,0.683333333333333,0.166666666666667,0.583333333333333,0.826666666666667,NA
0.4,"all_up","even",FALSE,"graded",16,"mode",300,0.482970794835103,-0.0543969446184717,0.211026144335122,0.0722222222222222,0.758333333333333,0.0232558139534884,0.7,0.933333333333333,NA
0.4,"all_up","even",FALSE,"graded",16,"huber",300,0.482970794835103,-0.199749106748323,0.291468737438977,0.216666666666667,0.65,0.214285714285714,0.55,0.783333333333333,NA
0.4,"all_up","even",FALSE,"graded",16,"enull",300,0.482970794835103,8.95180450755189e-06,0.200673706792062,0.0555555555555556,0.825,0.032967032967033,0.733333333333333,0.95,NA
0.4,"all_up","even",FALSE,"graded",16,"dacomp",240,0.482970794835103,-0.217477366277802,0.305985754717486,0.20863309352518,0.643564356435644,0.202898550724638,0.544554455445545,0.791666666666667,0.683333333333333
0.4,"all_up","even",FALSE,"graded",16,"adapt",150,0.482970794835103,-0.308110869128609,0.283250276899047,0.327586206896552,0.923913043478261,0.126315789473684,0.902173913043478,0.813333333333333,0.813333333333333
0.4,"all_up","even",FALSE,"graded",16,"oracle",300,0.482970794835103,0.0476187710813048,0.203462985485772,0.0722222222222222,0.85,0.0515463917525773,0.766666666666667,0.943333333333333,NA
0.05,"balanced","dominant",FALSE,"graded",16,"none",300,0.169779248079838,-0.113448319998364,0.214765915391339,0.0385964912280702,0.866666666666667,0,0.6,0.96,NA
0.05,"balanced","dominant",FALSE,"graded",16,"clr",300,0.169779248079838,0.0158438496943213,0.188401426090823,0.0456140350877193,0.866666666666667,0.0769230769230769,0.8,0.943333333333333,NA
0.05,"balanced","dominant",FALSE,"graded",16,"median",300,0.169779248079838,0.00326267505800853,0.187245969173924,0.0210526315789474,0.866666666666667,0,0.466666666666667,0.973333333333333,NA
0.05,"balanced","dominant",FALSE,"graded",16,"mode",300,0.169779248079838,0.00369322252841766,0.187271661571022,0.0210526315789474,0.866666666666667,0,0.466666666666667,0.973333333333333,NA
0.05,"balanced","dominant",FALSE,"graded",16,"huber",300,0.169779248079838,-0.0226345355793603,0.18752091803243,0.0245614035087719,0.866666666666667,0,0.466666666666667,0.97,NA
0.05,"balanced","dominant",FALSE,"graded",16,"enull",300,0.169779248079838,-0.0315628932635394,0.188442443830945,0.0210526315789474,0.866666666666667,0,0.6,0.976666666666667,NA
0.05,"balanced","dominant",FALSE,"graded",16,"dacomp",240,0.169779248079838,0.0764627096207672,0.207468668966807,0.039647577092511,0.846153846153846,0,0.769230769230769,0.945833333333333,0.966666666666667
0.05,"balanced","dominant",FALSE,"graded",16,"adapt",150,0.169779248079838,0.053336359284991,0.260560917627109,0.0808823529411765,0.928571428571429,0,0.785714285714286,0.9,0.993333333333333
0.05,"balanced","dominant",FALSE,"graded",16,"oracle",300,0.169779248079838,0.0563309280814741,0.197586589388911,0.0421052631578947,0.866666666666667,0.111111111111111,0.533333333333333,0.953333333333333,NA
0.2,"balanced","dominant",FALSE,"graded",16,"none",300,0.0598576831809838,-0.071170011279481,0.20739724611075,0.05,0.85,0.0227272727272727,0.716666666666667,0.936666666666667,NA
0.2,"balanced","dominant",FALSE,"graded",16,"clr",300,0.0598576831809838,-0.0453740542569567,0.200112422550291,0.0333333333333333,0.85,0.0217391304347826,0.75,0.956666666666667,NA
0.2,"balanced","dominant",FALSE,"graded",16,"median",300,0.0598576831809838,-0.0207490886236506,0.196093647254332,0.0333333333333333,0.816666666666667,0,0.733333333333333,0.956666666666667,NA
0.2,"balanced","dominant",FALSE,"graded",16,"mode",300,0.0598576831809838,-0.0280911103283172,0.196978592009301,0.0333333333333333,0.8,0,0.733333333333333,0.956666666666667,NA
0.2,"balanced","dominant",FALSE,"graded",16,"huber",300,0.0598576831809838,-0.0124389833056162,0.195420256480163,0.0333333333333333,0.816666666666667,0,0.7,0.953333333333333,NA
0.2,"balanced","dominant",FALSE,"graded",16,"enull",300,0.0598576831809838,0.00925432504613178,0.195324652631286,0.0375,0.833333333333333,0,0.716666666666667,0.95,NA
0.2,"balanced","dominant",FALSE,"graded",16,"dacomp",240,0.0598576831809838,-0.0687753007327141,0.21181175372393,0.0483870967741935,0.851851851851852,0.024390243902439,0.740740740740741,0.9375,0.9
0.2,"balanced","dominant",FALSE,"graded",16,"adapt",150,0.0598576831809838,-0.0406579073845291,0.25757212488313,0.0978260869565217,0.844827586206897,0.04,0.827586206896552,0.906666666666667,0.986666666666667
0.2,"balanced","dominant",FALSE,"graded",16,"oracle",300,0.0598576831809838,-0.0113123280984972,0.195355995485186,0.0333333333333333,0.816666666666667,0,0.7,0.953333333333333,NA
0.4,"balanced","dominant",FALSE,"graded",16,"none",300,0.15560987293326,-0.135185629111995,0.269144452839492,0.0833333333333333,0.766666666666667,0.0344827586206897,0.7,0.853333333333333,NA
0.4,"balanced","dominant",FALSE,"graded",16,"clr",300,0.15560987293326,-0.0247028746883069,0.244606099386835,0.0388888888888889,0.8,0.0119047619047619,0.691666666666667,0.89,NA
0.4,"balanced","dominant",FALSE,"graded",16,"median",300,0.15560987293326,0.00586291483806326,0.246283791967562,0.0166666666666667,0.775,0.0238095238095238,0.683333333333333,0.903333333333333,NA
0.4,"balanced","dominant",FALSE,"graded",16,"mode",300,0.15560987293326,0.0260016154526358,0.249438257618615,0.0166666666666667,0.766666666666667,0.024390243902439,0.666666666666667,0.903333333333333,NA
0.4,"balanced","dominant",FALSE,"graded",16,"huber",300,0.15560987293326,-0.00747966013803768,0.245084480986006,0.0166666666666667,0.775,0.0121951219512195,0.675,0.906666666666667,NA
0.4,"balanced","dominant",FALSE,"graded",16,"enull",300,0.15560987293326,-0.00386161836673798,0.245338577494946,0.0166666666666667,0.775,0.0240963855421687,0.675,0.906666666666667,NA
0.4,"balanced","dominant",FALSE,"graded",16,"dacomp",240,0.15560987293326,0.0174660903876157,0.261442798697378,0.0364963503649635,0.786407766990291,0.0273972602739726,0.689320388349515,0.870833333333333,0.716666666666667
0.4,"balanced","dominant",FALSE,"graded",16,"adapt",150,0.15560987293326,-0.0892738895620533,0.308392130409348,0.0909090909090909,0.849056603773585,0.0119047619047619,0.783018867924528,0.86,0.906666666666667
0.4,"balanced","dominant",FALSE,"graded",16,"oracle",300,0.15560987293326,0.0204242438212651,0.248405226102361,0.0111111111111111,0.766666666666667,0.0240963855421687,0.675,0.906666666666667,NA
0.05,"all_up","dominant",FALSE,"graded",16,"none",300,0.0848060061201021,-0.0517302199560376,0.197385920371065,0.0631578947368421,0.866666666666667,0,0.8,0.936666666666667,NA
0.05,"all_up","dominant",FALSE,"graded",16,"clr",300,0.0848060061201021,-0.0454934569587017,0.195604430894897,0.0666666666666667,0.866666666666667,0,0.8,0.933333333333333,NA
0.05,"all_up","dominant",FALSE,"graded",16,"median",300,0.0848060061201021,-0.00543373627551043,0.188729466249697,0.0596491228070175,0.866666666666667,0,0.8,0.943333333333333,NA
0.05,"all_up","dominant",FALSE,"graded",16,"mode",300,0.0848060061201021,0.0106805926779966,0.188311285974531,0.0666666666666667,0.866666666666667,0,0.8,0.936666666666667,NA
0.05,"all_up","dominant",FALSE,"graded",16,"huber",300,0.0848060061201021,-0.0150958013019565,0.189637557759812,0.0526315789473684,0.866666666666667,0,0.8,0.946666666666667,NA
0.05,"all_up","dominant",FALSE,"graded",16,"enull",300,0.0848060061201021,-0.00658114442936487,0.18881166417645,0.0526315789473684,0.866666666666667,0,0.8,0.95,NA
0.05,"all_up","dominant",FALSE,"graded",16,"dacomp",240,0.0848060061201021,0.0524032445869135,0.199657981488966,0.0666666666666667,0.933333333333333,0,0.866666666666667,0.9375,1
0.05,"all_up","dominant",FALSE,"graded",16,"adapt",150,0.0848060061201021,-0.0276125120580125,0.26080187056026,0.103703703703704,0.866666666666667,0,0.8,0.9,1
0.05,"all_up","dominant",FALSE,"graded",16,"oracle",300,0.0848060061201021,0.0330757861640645,0.190011690085142,0.0596491228070175,0.866666666666667,0,0.8,0.943333333333333,NA
