"setting","rep","variant","tested","n_pos","rej","tp","fp","fpr"
"R18     (depth x4)",9,"zinb_joint",302,34,16,11,5,0.104477611940299
"R18     (depth x4)",9,"logistic",302,34,15,13,2,0.0634328358208955
"R18     (depth x4)",10,"pursue_presence",311,35,6,6,0,0.0398550724637681
"R18     (depth x4)",10,"zinb_mu_raw",311,35,5,0,5,0.152173913043478
"R18     (depth x4)",10,"zinb_mu",311,35,7,1,6,0.166666666666667
"R18     (depth x4)",10,"zinb_joint_raw",311,35,14,8,6,0.108695652173913
"R18     (depth x4)",10,"zinb_joint",311,35,13,7,6,0.134057971014493
"R18     (depth x4)",10,"logistic",311,35,12,11,1,0.0434782608695652
"R19     (depth x9)",1,"pursue_presence",299,28,0,0,0,0.03690036900369
"R19     (depth x9)",1,"zinb_mu_raw",299,28,10,1,9,0.136531365313653
"R19     (depth x9)",1,"zinb_mu",299,28,11,2,9,0.143911439114391
"R19     (depth x9)",1,"zinb_joint_raw",299,28,12,5,7,0.107011070110701
"R19     (depth x9)",1,"zinb_joint",299,28,10,5,5,0.103321033210332
"R19     (depth x9)",1,"logistic",299,28,4,4,0,0.03690036900369
"R19     (depth x9)",2,"pursue_presence",300,36,3,3,0,0.0340909090909091
"R19     (depth x9)",2,"zinb_mu_raw",300,36,8,3,5,0.15530303030303
"R19     (depth x9)",2,"zinb_mu",300,36,7,4,3,0.121212121212121
"R19     (depth x9)",2,"zinb_joint_raw",300,36,11,7,4,0.117424242424242
"R19     (depth x9)",2,"zinb_joint",300,36,14,11,3,0.0833333333333333
"R19     (depth x9)",2,"logistic",300,36,13,13,0,0.0643939393939394
"R19     (depth x9)",3,"pursue_presence",308,31,7,7,0,0.0541516245487365
"R19     (depth x9)",3,"zinb_mu_raw",308,31,5,3,2,0.122743682310469
"R19     (depth x9)",3,"zinb_mu",308,31,5,3,2,0.162454873646209
"R19     (depth x9)",3,"zinb_joint_raw",308,31,16,14,2,0.115523465703971
"R19     (depth x9)",3,"zinb_joint",308,31,13,10,3,0.140794223826715
"R19     (depth x9)",3,"logistic",308,31,10,9,1,0.0577617328519856
"R19     (depth x9)",4,"pursue_presence",302,35,4,4,0,0.0299625468164794
"R19     (depth x9)",4,"zinb_mu_raw",302,35,5,1,4,0.123595505617978
"R19     (depth x9)",4,"zinb_mu",302,35,5,1,4,0.127340823970037
"R19     (depth x9)",4,"zinb_joint_raw",302,35,6,5,1,0.104868913857678
"R19     (depth x9)",4,"zinb_joint",302,35,5,4,1,0.108614232209738
"R19     (depth x9)",4,"logistic",302,35,9,8,1,0.048689138576779
"R19     (depth x9)",5,"pursue_presence",312,34,6,6,0,0.0503597122302158
"R19     (depth x9)",5,"zinb_mu_raw",312,34,1,0,1,0.115107913669065
"R19     (depth x9)",5,"zinb_mu",312,34,7,2,5,0.133093525179856
"R19     (depth x9)",5,"zinb_joint_raw",312,34,16,11,5,0.079136690647482
"R19     (depth x9)",5,"zinb_joint",312,34,19,13,6,0.107913669064748
"R19     (depth x9)",5,"logistic",312,34,15,14,1,0.0755395683453237
"R19     (depth x9)",6,"pursue_presence",325,37,5,5,0,0.0590277777777778
"R19     (depth x9)",6,"zinb_mu_raw",325,37,7,1,6,0.104166666666667
"R19     (depth x9)",6,"zinb_mu",325,37,6,1,5,0.0972222222222222
"R19     (depth x9)",6,"zinb_joint_raw",325,37,11,7,4,0.09375
"R19     (depth x9)",6,"zinb_joint",325,37,9,7,2,0.0868055555555556
"R19     (depth x9)",6,"logistic",325,37,8,8,0,0.0520833333333333
"R19     (depth x9)",7,"pursue_presence",306,33,9,9,0,0.021978021978022
"R19     (depth x9)",7,"zinb_mu_raw",306,33,1,0,1,0.0915750915750916
"R19     (depth x9)",7,"zinb_mu",306,33,1,0,1,0.0915750915750916
"R19     (depth x9)",7,"zinb_joint_raw",306,33,13,11,2,0.0842490842490843
"R19     (depth x9)",7,"zinb_joint",306,33,13,11,2,0.0842490842490843
"R19     (depth x9)",7,"logistic",306,33,12,11,1,0.032967032967033
"R19     (depth x9)",8,"pursue_presence",298,30,0,0,0,0.0522388059701493
"R19     (depth x9)",8,"zinb_mu_raw",298,30,6,1,5,0.149253731343284
"R19     (depth x9)",8,"zinb_mu",298,30,8,2,6,0.156716417910448
"R19     (depth x9)",8,"zinb_joint_raw",298,30,6,3,3,0.141791044776119
"R19     (depth x9)",8,"zinb_joint",298,30,5,3,2,0.111940298507463
"R19     (depth x9)",8,"logistic",298,30,4,4,0,0.0783582089552239
"R19     (depth x9)",9,"pursue_presence",302,34,0,0,0,0.0671641791044776
"R19     (depth x9)",9,"zinb_mu_raw",302,34,12,4,8,0.175373134328358
"R19     (depth x9)",9,"zinb_mu",302,34,4,3,1,0.149253731343284
"R19     (depth x9)",9,"zinb_joint_raw",302,34,16,10,6,0.17910447761194
"R19     (depth x9)",9,"zinb_joint",302,34,10,7,3,0.167910447761194
"R19     (depth x9)",9,"logistic",302,34,5,4,1,0.0858208955223881
"R19     (depth x9)",10,"pursue_presence",296,32,7,7,0,0.0340909090909091
"R19     (depth x9)",10,"zinb_mu_raw",296,32,3,2,1,0.128787878787879
"R19     (depth x9)",10,"zinb_mu",296,32,4,2,2,0.125
"R19     (depth x9)",10,"zinb_joint_raw",296,32,15,11,4,0.106060606060606
"R19     (depth x9)",10,"zinb_joint",296,32,16,12,4,0.109848484848485
"R19     (depth x9)",10,"logistic",296,32,11,9,2,0.0909090909090909
"R06     (global null)",1,"pursue_presence",286,0,0,0,0,0.0384615384615385
"R06     (global null)",1,"zinb_mu_raw",286,0,0,0,0,0.143356643356643
"R06     (global null)",1,"zinb_mu",286,0,0,0,0,0.129370629370629
"R06     (global null)",1,"zinb_joint_raw",286,0,1,0,1,0.104895104895105
"R06     (global null)",1,"zinb_joint",286,0,0,0,0,0.0944055944055944
"R06     (global null)",1,"logistic",286,0,0,0,0,0.0524475524475524
"R06     (global null)",2,"pursue_presence",288,0,0,0,0,0.0277777777777778
"R06     (global null)",2,"zinb_mu_raw",288,0,1,0,1,0.163194444444444
"R06     (global null)",2,"zinb_mu",288,0,2,0,2,0.131944444444444
"R06     (global null)",2,"zinb_joint_raw",288,0,1,0,1,0.125
"R06     (global null)",2,"zinb_joint",288,0,1,0,1,0.121527777777778
"R06     (global null)",2,"logistic",288,0,0,0,0,0.0486111111111111
"R06     (global null)",3,"pursue_presence",289,0,0,0,0,0.041522491349481
"R06     (global null)",3,"zinb_mu_raw",289,0,0,0,0,0.107266435986159
"R06     (global null)",3,"zinb_mu",289,0,0,0,0,0.124567474048443
"R06     (global null)",3,"zinb_joint_raw",289,0,0,0,0,0.0968858131487889
"R06     (global null)",3,"zinb_joint",289,0,0,0,0,0.0899653979238754
"R06     (global null)",3,"logistic",289,0,0,0,0,0.0519031141868512
"R06     (global null)",4,"pursue_presence",283,0,0,0,0,0.0353356890459364
"R06     (global null)",4,"zinb_mu_raw",283,0,6,0,6,0.162544169611307
"R06     (global null)",4,"zinb_mu",283,0,6,0,6,0.162544169611307
"R06     (global null)",4,"zinb_joint_raw",283,0,6,0,6,0.123674911660777
"R06     (global null)",4,"zinb_joint",283,0,6,0,6,0.127208480565371
"R06     (global null)",4,"logistic",283,0,1,0,1,0.0459363957597173
"R06     (global null)",5,"pursue_presence",278,0,0,0,0,0.039568345323741
"R06     (global null)",5,"zinb_mu_raw",278,0,1,0,1,0.118705035971223
"R06     (global null)",5,"zinb_mu",278,0,2,0,2,0.136690647482014
"R06     (global null)",5,"zinb_joint_raw",278,0,0,0,0,0.115107913669065
"R06     (global null)",5,"zinb_joint",278,0,0,0,0,0.111510791366906
"R06     (global null)",5,"logistic",278,0,0,0,0,0.039568345323741
"R06     (global null)",6,"pursue_presence",291,0,0,0,0,0.0584192439862543
"R06     (global null)",6,"zinb_mu_raw",291,0,2,0,2,0.0859106529209622
"R06     (global null)",6,"zinb_mu",291,0,2,0,2,0.0962199312714777
"R06     (global null)",6,"zinb_joint_raw",291,0,1,0,1,0.0756013745704467
"R06     (global null)",6,"zinb_joint",291,0,1,0,1,0.0756013745704467
"R06     (global null)",6,"logistic",291,0,0,0,0,0.0721649484536082
"R06     (global null)",7,"pursue_presence",273,0,0,0,0,0.0586080586080586
"R06     (global null)",7,"zinb_mu_raw",273,0,0,0,0,0.128205128205128
"R06     (global null)",7,"zinb_mu",273,0,0,0,0,0.124542124542125
"R06     (global null)",7,"zinb_joint_raw",273,0,0,0,0,0.102564102564103
"R06     (global null)",7,"zinb_joint",273,0,0,0,0,0.10989010989011
"R06     (global null)",7,"logistic",273,0,0,0,0,0.0659340659340659
"R06     (global null)",8,"pursue_presence",308,0,0,0,0,0.0357142857142857
"R06     (global null)",8,"zinb_mu_raw",308,0,0,0,0,0.0941558441558442
"R06     (global null)",8,"zinb_mu",308,0,1,0,1,0.113636363636364
"R06     (global null)",8,"zinb_joint_raw",308,0,0,0,0,0.0811688311688312
"R06     (global null)",8,"zinb_joint",308,0,1,0,1,0.0844155844155844
"R06     (global null)",8,"logistic",308,0,0,0,0,0.038961038961039
"R06     (global null)",9,"pursue_presence",281,0,0,0,0,0.0427046263345196
"R06     (global null)",9,"zinb_mu_raw",281,0,7,0,7,0.124555160142349
"R06     (global null)",9,"zinb_mu",281,0,6,0,6,0.117437722419929
"R06     (global null)",9,"zinb_joint_raw",281,0,0,0,0,0.128113879003559
"R06     (global null)",9,"zinb_joint",281,0,1,0,1,0.106761565836299
"R06     (global null)",9,"logistic",281,0,0,0,0,0.0498220640569395
"R06     (global null)",10,"pursue_presence",290,0,0,0,0,0.0275862068965517
"R06     (global null)",10,"zinb_mu_raw",290,0,0,0,0,0.120689655172414
"R06     (global null)",10,"zinb_mu",290,0,0,0,0,0.117241379310345
"R06     (global null)",10,"zinb_joint_raw",290,0,0,0,0,0.1
"R06     (global null)",10,"zinb_joint",290,0,0,0,0,0.0931034482758621
"R06     (global null)",10,"logistic",290,0,1,0,1,0.0517241379310345
