"setting","rep","variant","tested","n_pos","rej","tp","fp","fpr"
"R19    (depth x9)",9,"cloglog_depth",307,35,1,0,1,0.0698529411764706
"R19    (depth x9)",9,"pursue_presence",307,35,7,7,0,0.0404411764705882
"R19    (depth x9)",9,"pursue_combined",307,35,8,7,1,0.0367647058823529
"R19    (depth x9)",10,"logistic",301,32,10,9,1,0.0594795539033457
"R19    (depth x9)",10,"logistic_depth",301,32,0,0,0,0.0408921933085502
"R19    (depth x9)",10,"cloglog_offset",297,31,270,19,251,0.943609022556391
"R19    (depth x9)",10,"cloglog_depth",301,32,0,0,0,0.0408921933085502
"R19    (depth x9)",10,"pursue_presence",301,32,8,7,1,0.0408921933085502
"R19    (depth x9)",10,"pursue_combined",301,32,6,5,1,0.0371747211895911
"R06    (global null)",1,"logistic",273,0,0,0,0,0.032967032967033
"R06    (global null)",1,"logistic_depth",273,0,0,0,0,0.032967032967033
"R06    (global null)",1,"cloglog_offset",273,0,0,0,0,0.0659340659340659
"R06    (global null)",1,"cloglog_depth",273,0,0,0,0,0.032967032967033
"R06    (global null)",1,"pursue_presence",273,0,0,0,0,0.032967032967033
"R06    (global null)",1,"pursue_combined",273,0,0,0,0,0.0293040293040293
"R06    (global null)",2,"logistic",291,0,0,0,0,0.0412371134020619
"R06    (global null)",2,"logistic_depth",291,0,0,0,0,0.0412371134020619
"R06    (global null)",2,"cloglog_offset",291,0,0,0,0,0.0962199312714777
"R06    (global null)",2,"cloglog_depth",291,0,0,0,0,0.0378006872852234
"R06    (global null)",2,"pursue_presence",291,0,0,0,0,0.0412371134020619
"R06    (global null)",2,"pursue_combined",291,0,0,0,0,0.0584192439862543
"R06    (global null)",3,"logistic",284,0,0,0,0,0.0774647887323944
"R06    (global null)",3,"logistic_depth",284,0,0,0,0,0.0809859154929577
"R06    (global null)",3,"cloglog_offset",284,0,0,0,0,0.0774647887323944
"R06    (global null)",3,"cloglog_depth",284,0,0,0,0,0.0774647887323944
"R06    (global null)",3,"pursue_presence",284,0,0,0,0,0.0598591549295775
"R06    (global null)",3,"pursue_combined",284,0,0,0,0,0.0387323943661972
"R06    (global null)",4,"logistic",247,0,0,0,0,0.0647773279352227
"R06    (global null)",4,"logistic_depth",247,0,0,0,0,0.0566801619433198
"R06    (global null)",4,"cloglog_offset",247,0,2,0,2,0.137651821862348
"R06    (global null)",4,"cloglog_depth",247,0,0,0,0,0.0647773279352227
"R06    (global null)",4,"pursue_presence",247,0,0,0,0,0.0526315789473684
"R06    (global null)",4,"pursue_combined",247,0,0,0,0,0.0445344129554656
"R06    (global null)",5,"logistic",281,0,0,0,0,0.0676156583629893
"R06    (global null)",5,"logistic_depth",281,0,0,0,0,0.0676156583629893
"R06    (global null)",5,"cloglog_offset",281,0,0,0,0,0.0640569395017794
"R06    (global null)",5,"cloglog_depth",281,0,0,0,0,0.0711743772241993
"R06    (global null)",5,"pursue_presence",281,0,0,0,0,0.0462633451957295
"R06    (global null)",5,"pursue_combined",281,0,0,0,0,0.0391459074733096
"R06    (global null)",6,"logistic",284,0,0,0,0,0.0352112676056338
"R06    (global null)",6,"logistic_depth",284,0,0,0,0,0.0352112676056338
"R06    (global null)",6,"cloglog_offset",284,0,0,0,0,0.073943661971831
"R06    (global null)",6,"cloglog_depth",284,0,0,0,0,0.0352112676056338
"R06    (global null)",6,"pursue_presence",284,0,0,0,0,0.0422535211267606
"R06    (global null)",6,"pursue_combined",284,0,0,0,0,0.0492957746478873
"R06    (global null)",7,"logistic",290,0,0,0,0,0.0620689655172414
"R06    (global null)",7,"logistic_depth",290,0,0,0,0,0.0413793103448276
"R06    (global null)",7,"cloglog_offset",290,0,0,0,0,0.0827586206896552
"R06    (global null)",7,"cloglog_depth",290,0,0,0,0,0.0413793103448276
"R06    (global null)",7,"pursue_presence",290,0,0,0,0,0.0448275862068966
"R06    (global null)",7,"pursue_combined",290,0,0,0,0,0.0413793103448276
"R06    (global null)",8,"logistic",292,0,2,0,2,0.0684931506849315
"R06    (global null)",8,"logistic_depth",292,0,2,0,2,0.0684931506849315
"R06    (global null)",8,"cloglog_offset",292,0,2,0,2,0.089041095890411
"R06    (global null)",8,"cloglog_depth",292,0,2,0,2,0.0684931506849315
"R06    (global null)",8,"pursue_presence",292,0,0,0,0,0.0547945205479452
"R06    (global null)",8,"pursue_combined",292,0,0,0,0,0.0582191780821918
"R06    (global null)",9,"logistic",307,0,0,0,0,0.0521172638436482
"R06    (global null)",9,"logistic_depth",307,0,0,0,0,0.0553745928338762
"R06    (global null)",9,"cloglog_offset",307,0,0,0,0,0.0781758957654723
"R06    (global null)",9,"cloglog_depth",307,0,0,0,0,0.0553745928338762
"R06    (global null)",9,"pursue_presence",307,0,0,0,0,0.0456026058631922
"R06    (global null)",9,"pursue_combined",307,0,0,0,0,0.0325732899022801
"R06    (global null)",10,"logistic",278,0,0,0,0,0.0431654676258993
"R06    (global null)",10,"logistic_depth",278,0,0,0,0,0.0503597122302158
"R06    (global null)",10,"cloglog_offset",278,0,0,0,0,0.0575539568345324
"R06    (global null)",10,"cloglog_depth",278,0,0,0,0,0.0467625899280576
"R06    (global null)",10,"pursue_presence",278,0,0,0,0,0.039568345323741
"R06    (global null)",10,"pursue_combined",278,0,0,0,0,0.0251798561151079
