"axis","simulator","template","regime_id","replicate","n_samples","n_features_total","n_features_tested","m_requested","m_clamped"
"A","house","hmp_gingiva","R00",1,100,500,226,500,FALSE
"A","house","hmp_gingiva","R00",1,100,500,226,500,FALSE
"A","house","hmp_gingiva","R00",2,100,500,301,500,FALSE
"A","house","hmp_gingiva","R00",2,100,500,301,500,FALSE
"A","house","hmp_gingiva","R00",3,100,500,268,500,FALSE
"A","house","hmp_gingiva","R00",3,100,500,268,500,FALSE
"A","house","hmp_gingiva","R00",4,100,500,257,500,FALSE
"A","house","hmp_gingiva","R00",4,100,500,257,500,FALSE
"A","house","hmp_gingiva","R00",5,100,500,254,500,FALSE
"A","house","hmp_gingiva","R00",5,100,500,254,500,FALSE
"A","house","hmp_gingiva","R00",6,100,500,269,500,FALSE
"A","house","hmp_gingiva","R00",6,100,500,269,500,FALSE
"A","house","hmp_gingiva","R00",7,100,500,278,500,FALSE
"A","house","hmp_gingiva","R00",7,100,500,278,500,FALSE
"A","house","hmp_gingiva","R00",8,100,500,291,500,FALSE
"A","house","hmp_gingiva","R00",8,100,500,291,500,FALSE
"A","house","hmp_gingiva","R00",9,100,500,256,500,FALSE
"A","house","hmp_gingiva","R00",9,100,500,256,500,FALSE
"A","house","hmp_gingiva","R00",10,100,500,282,500,FALSE
"A","house","hmp_gingiva","R00",10,100,500,282,500,FALSE
"A","house","hmp_gingiva","R00",11,100,500,288,500,FALSE
"A","house","hmp_gingiva","R00",11,100,500,288,500,FALSE
"A","house","hmp_gingiva","R00",12,100,500,267,500,FALSE
"A","house","hmp_gingiva","R00",12,100,500,267,500,FALSE
"A","house","hmp_gingiva","R00",13,100,500,261,500,FALSE
"A","house","hmp_gingiva","R00",13,100,500,261,500,FALSE
"A","house","hmp_gingiva","R00",14,100,500,268,500,FALSE
"A","house","hmp_gingiva","R00",14,100,500,268,500,FALSE
"A","house","hmp_gingiva","R00",15,100,500,274,500,FALSE
"A","house","hmp_gingiva","R00",15,100,500,274,500,FALSE
"A","house","hmp_gingiva","R00",16,100,500,286,500,FALSE
"A","house","hmp_gingiva","R00",16,100,500,286,500,FALSE
"A","house","hmp_gingiva","R00",17,100,500,284,500,FALSE
"A","house","hmp_gingiva","R00",17,100,500,284,500,FALSE
"A","house","hmp_gingiva","R00",18,100,500,301,500,FALSE
"A","house","hmp_gingiva","R00",18,100,500,301,500,FALSE
"A","house","hmp_gingiva","R00",19,100,500,271,500,FALSE
"A","house","hmp_gingiva","R00",19,100,500,271,500,FALSE
"A","house","hmp_gingiva","R00",20,100,500,287,500,FALSE
"A","house","hmp_gingiva","R00",20,100,500,287,500,FALSE
"A","house","hmp_gingiva","R01",1,40,500,294,500,FALSE
"A","house","hmp_gingiva","R01",1,40,500,294,500,FALSE
"A","house","hmp_gingiva","R01",2,40,500,280,500,FALSE
"A","house","hmp_gingiva","R01",2,40,500,280,500,FALSE
"A","house","hmp_gingiva","R01",3,40,500,261,500,FALSE
"A","house","hmp_gingiva","R01",3,40,500,261,500,FALSE
"A","house","hmp_gingiva","R01",4,40,500,304,500,FALSE
"A","house","hmp_gingiva","R01",4,40,500,304,500,FALSE
"A","house","hmp_gingiva","R01",5,40,500,324,500,FALSE
"A","house","hmp_gingiva","R01",5,40,500,324,500,FALSE
"A","house","hmp_gingiva","R01",6,40,500,271,500,FALSE
"A","house","hmp_gingiva","R01",6,40,500,271,500,FALSE
"A","house","hmp_gingiva","R01",7,40,500,308,500,FALSE
"A","house","hmp_gingiva","R01",7,40,500,308,500,FALSE
"A","house","hmp_gingiva","R01",8,40,500,286,500,FALSE
"A","house","hmp_gingiva","R01",8,40,500,286,500,FALSE
"A","house","hmp_gingiva","R01",9,40,500,255,500,FALSE
"A","house","hmp_gingiva","R01",9,40,500,255,500,FALSE
"A","house","hmp_gingiva","R01",10,40,500,295,500,FALSE
"A","house","hmp_gingiva","R01",10,40,500,295,500,FALSE
"A","house","hmp_gingiva","R01",11,40,500,256,500,FALSE
"A","house","hmp_gingiva","R01",11,40,500,256,500,FALSE
"A","house","hmp_gingiva","R01",12,40,500,290,500,FALSE
"A","house","hmp_gingiva","R01",12,40,500,290,500,FALSE
"A","house","hmp_gingiva","R01",13,40,500,319,500,FALSE
"A","house","hmp_gingiva","R01",13,40,500,319,500,FALSE
"A","house","hmp_gingiva","R01",14,40,500,336,500,FALSE
"A","house","hmp_gingiva","R01",14,40,500,336,500,FALSE
"A","house","hmp_gingiva","R01",15,40,500,314,500,FALSE
"A","house","hmp_gingiva","R01",15,40,500,314,500,FALSE
"A","house","hmp_gingiva","R01",16,40,500,274,500,FALSE
"A","house","hmp_gingiva","R01",16,40,500,274,500,FALSE
"A","house","hmp_gingiva","R01",17,40,500,286,500,FALSE
"A","house","hmp_gingiva","R01",17,40,500,286,500,FALSE
"A","house","hmp_gingiva","R01",18,40,500,286,500,FALSE
"A","house","hmp_gingiva","R01",18,40,500,286,500,FALSE
"A","house","hmp_gingiva","R01",19,40,500,303,500,FALSE
"A","house","hmp_gingiva","R01",19,40,500,303,500,FALSE
"A","house","hmp_gingiva","R01",20,40,500,294,500,FALSE
"A","house","hmp_gingiva","R01",20,40,500,294,500,FALSE
"A","house","hmp_gingiva","R02",1,200,500,277,500,FALSE
"A","house","hmp_gingiva","R02",1,200,500,277,500,FALSE
"A","house","hmp_gingiva","R02",2,200,500,281,500,FALSE
"A","house","hmp_gingiva","R02",2,200,500,281,500,FALSE
"A","house","hmp_gingiva","R02",3,200,500,263,500,FALSE
"A","house","hmp_gingiva","R02",3,200,500,263,500,FALSE
"A","house","hmp_gingiva","R02",4,200,500,265,500,FALSE
"A","house","hmp_gingiva","R02",4,200,500,265,500,FALSE
"A","house","hmp_gingiva","R02",5,200,500,276,500,FALSE
"A","house","hmp_gingiva","R02",5,200,500,276,500,FALSE
"A","house","hmp_gingiva","R02",6,200,500,277,500,FALSE
"A","house","hmp_gingiva","R02",6,200,500,277,500,FALSE
"A","house","hmp_gingiva","R02",7,200,500,265,500,FALSE
"A","house","hmp_gingiva","R02",7,200,500,265,500,FALSE
"A","house","hmp_gingiva","R02",8,200,500,269,500,FALSE
"A","house","hmp_gingiva","R02",8,200,500,269,500,FALSE
"A","house","hmp_gingiva","R02",9,200,500,232,500,FALSE
"A","house","hmp_gingiva","R02",9,200,500,232,500,FALSE
"A","house","hmp_gingiva","R02",10,200,500,253,500,FALSE
"A","house","hmp_gingiva","R02",10,200,500,253,500,FALSE
"A","house","hmp_gingiva","R02",11,200,500,254,500,FALSE
"A","house","hmp_gingiva","R02",11,200,500,254,500,FALSE
"A","house","hmp_gingiva","R02",12,200,500,284,500,FALSE
"A","house","hmp_gingiva","R02",12,200,500,284,500,FALSE
"A","house","hmp_gingiva","R02",13,200,500,277,500,FALSE
"A","house","hmp_gingiva","R02",13,200,500,277,500,FALSE
"A","house","hmp_gingiva","R02",14,200,500,276,500,FALSE
"A","house","hmp_gingiva","R02",14,200,500,276,500,FALSE
"A","house","hmp_gingiva","R02",15,200,500,286,500,FALSE
"A","house","hmp_gingiva","R02",15,200,500,286,500,FALSE
"A","house","hmp_gingiva","R02",16,200,500,284,500,FALSE
"A","house","hmp_gingiva","R02",16,200,500,284,500,FALSE
"A","house","hmp_gingiva","R02",17,200,500,297,500,FALSE
"A","house","hmp_gingiva","R02",17,200,500,297,500,FALSE
"A","house","hmp_gingiva","R02",18,200,500,272,500,FALSE
"A","house","hmp_gingiva","R02",18,200,500,272,500,FALSE
"A","house","hmp_gingiva","R02",19,200,500,289,500,FALSE
"A","house","hmp_gingiva","R02",19,200,500,289,500,FALSE
"A","house","hmp_gingiva","R02",20,200,500,315,500,FALSE
"A","house","hmp_gingiva","R02",20,200,500,315,500,FALSE
"A","house","hmp_gingiva","R03",1,400,500,276,500,FALSE
"A","house","hmp_gingiva","R03",1,400,500,276,500,FALSE
"A","house","hmp_gingiva","R03",2,400,500,269,500,FALSE
"A","house","hmp_gingiva","R03",2,400,500,269,500,FALSE
"A","house","hmp_gingiva","R03",3,400,500,286,500,FALSE
"A","house","hmp_gingiva","R03",3,400,500,286,500,FALSE
"A","house","hmp_gingiva","R03",4,400,500,298,500,FALSE
"A","house","hmp_gingiva","R03",4,400,500,298,500,FALSE
"A","house","hmp_gingiva","R03",5,400,500,303,500,FALSE
"A","house","hmp_gingiva","R03",5,400,500,303,500,FALSE
"A","house","hmp_gingiva","R03",6,400,500,268,500,FALSE
"A","house","hmp_gingiva","R03",6,400,500,268,500,FALSE
"A","house","hmp_gingiva","R03",7,400,500,280,500,FALSE
"A","house","hmp_gingiva","R03",7,400,500,280,500,FALSE
"A","house","hmp_gingiva","R03",8,400,500,273,500,FALSE
"A","house","hmp_gingiva","R03",8,400,500,273,500,FALSE
"A","house","hmp_gingiva","R03",9,400,500,266,500,FALSE
"A","house","hmp_gingiva","R03",9,400,500,266,500,FALSE
"A","house","hmp_gingiva","R03",10,400,500,289,500,FALSE
"A","house","hmp_gingiva","R03",10,400,500,289,500,FALSE
"A","house","hmp_gingiva","R03",11,400,500,290,500,FALSE
"A","house","hmp_gingiva","R03",11,400,500,290,500,FALSE
"A","house","hmp_gingiva","R03",12,400,500,237,500,FALSE
"A","house","hmp_gingiva","R03",12,400,500,237,500,FALSE
"A","house","hmp_gingiva","R03",13,400,500,234,500,FALSE
"A","house","hmp_gingiva","R03",13,400,500,234,500,FALSE
"A","house","hmp_gingiva","R03",14,400,500,264,500,FALSE
"A","house","hmp_gingiva","R03",14,400,500,264,500,FALSE
"A","house","hmp_gingiva","R03",15,400,500,272,500,FALSE
"A","house","hmp_gingiva","R03",15,400,500,272,500,FALSE
"A","house","hmp_gingiva","R03",16,400,500,277,500,FALSE
"A","house","hmp_gingiva","R03",16,400,500,277,500,FALSE
"A","house","hmp_gingiva","R03",17,400,500,304,500,FALSE
"A","house","hmp_gingiva","R03",17,400,500,304,500,FALSE
"A","house","hmp_gingiva","R03",18,400,500,246,500,FALSE
"A","house","hmp_gingiva","R03",18,400,500,246,500,FALSE
"A","house","hmp_gingiva","R03",19,400,500,291,500,FALSE
"A","house","hmp_gingiva","R03",19,400,500,291,500,FALSE
"A","house","hmp_gingiva","R03",20,400,500,256,500,FALSE
"A","house","hmp_gingiva","R03",20,400,500,256,500,FALSE
"A","house","hmp_gingiva","R04",1,100,200,131,200,FALSE
"A","house","hmp_gingiva","R04",1,100,200,131,200,FALSE
"A","house","hmp_gingiva","R04",2,100,200,124,200,FALSE
"A","house","hmp_gingiva","R04",2,100,200,124,200,FALSE
"A","house","hmp_gingiva","R04",3,100,200,132,200,FALSE
"A","house","hmp_gingiva","R04",3,100,200,132,200,FALSE
"A","house","hmp_gingiva","R04",4,100,200,136,200,FALSE
"A","house","hmp_gingiva","R04",4,100,200,136,200,FALSE
"A","house","hmp_gingiva","R04",5,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",5,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",6,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",6,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",7,100,200,132,200,FALSE
"A","house","hmp_gingiva","R04",7,100,200,132,200,FALSE
"A","house","hmp_gingiva","R04",8,100,200,123,200,FALSE
"A","house","hmp_gingiva","R04",8,100,200,123,200,FALSE
"A","house","hmp_gingiva","R04",9,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",9,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",10,100,200,130,200,FALSE
"A","house","hmp_gingiva","R04",10,100,200,130,200,FALSE
"A","house","hmp_gingiva","R04",11,100,200,123,200,FALSE
"A","house","hmp_gingiva","R04",11,100,200,123,200,FALSE
"A","house","hmp_gingiva","R04",12,100,200,121,200,FALSE
"A","house","hmp_gingiva","R04",12,100,200,121,200,FALSE
"A","house","hmp_gingiva","R04",13,100,200,129,200,FALSE
"A","house","hmp_gingiva","R04",13,100,200,129,200,FALSE
"A","house","hmp_gingiva","R04",14,100,200,136,200,FALSE
"A","house","hmp_gingiva","R04",14,100,200,136,200,FALSE
"A","house","hmp_gingiva","R04",15,100,200,140,200,FALSE
"A","house","hmp_gingiva","R04",15,100,200,140,200,FALSE
"A","house","hmp_gingiva","R04",16,100,200,121,200,FALSE
"A","house","hmp_gingiva","R04",16,100,200,121,200,FALSE
"A","house","hmp_gingiva","R04",17,100,200,115,200,FALSE
"A","house","hmp_gingiva","R04",17,100,200,115,200,FALSE
"A","house","hmp_gingiva","R04",18,100,200,130,200,FALSE
"A","house","hmp_gingiva","R04",18,100,200,130,200,FALSE
"A","house","hmp_gingiva","R04",19,100,200,128,200,FALSE
"A","house","hmp_gingiva","R04",19,100,200,128,200,FALSE
"A","house","hmp_gingiva","R04",20,100,200,125,200,FALSE
"A","house","hmp_gingiva","R04",20,100,200,125,200,FALSE
"A","house","hmp_gingiva","R05",1,100,1000,447,1000,FALSE
"A","house","hmp_gingiva","R05",1,100,1000,447,1000,FALSE
"A","house","hmp_gingiva","R05",2,100,1000,429,1000,FALSE
"A","house","hmp_gingiva","R05",2,100,1000,429,1000,FALSE
"A","house","hmp_gingiva","R05",3,100,1000,424,1000,FALSE
"A","house","hmp_gingiva","R05",3,100,1000,424,1000,FALSE
"A","house","hmp_gingiva","R05",4,100,1000,402,1000,FALSE
"A","house","hmp_gingiva","R05",4,100,1000,402,1000,FALSE
"A","house","hmp_gingiva","R05",5,100,1000,493,1000,FALSE
"A","house","hmp_gingiva","R05",5,100,1000,493,1000,FALSE
"A","house","hmp_gingiva","R05",6,100,1000,477,1000,FALSE
"A","house","hmp_gingiva","R05",6,100,1000,477,1000,FALSE
"A","house","hmp_gingiva","R05",7,100,1000,462,1000,FALSE
"A","house","hmp_gingiva","R05",7,100,1000,462,1000,FALSE
"A","house","hmp_gingiva","R05",8,100,1000,424,1000,FALSE
"A","house","hmp_gingiva","R05",8,100,1000,424,1000,FALSE
"A","house","hmp_gingiva","R05",9,100,1000,430,1000,FALSE
"A","house","hmp_gingiva","R05",9,100,1000,430,1000,FALSE
"A","house","hmp_gingiva","R05",10,100,1000,506,1000,FALSE
"A","house","hmp_gingiva","R05",10,100,1000,506,1000,FALSE
"A","house","hmp_gingiva","R05",11,100,1000,460,1000,FALSE
"A","house","hmp_gingiva","R05",11,100,1000,460,1000,FALSE
"A","house","hmp_gingiva","R05",12,100,1000,484,1000,FALSE
"A","house","hmp_gingiva","R05",12,100,1000,484,1000,FALSE
"A","house","hmp_gingiva","R05",13,100,1000,415,1000,FALSE
"A","house","hmp_gingiva","R05",13,100,1000,415,1000,FALSE
"A","house","hmp_gingiva","R05",14,100,1000,437,1000,FALSE
"A","house","hmp_gingiva","R05",14,100,1000,437,1000,FALSE
"A","house","hmp_gingiva","R05",15,100,1000,428,1000,FALSE
"A","house","hmp_gingiva","R05",15,100,1000,428,1000,FALSE
"A","house","hmp_gingiva","R05",16,100,1000,400,1000,FALSE
"A","house","hmp_gingiva","R05",16,100,1000,400,1000,FALSE
"A","house","hmp_gingiva","R05",17,100,1000,451,1000,FALSE
"A","house","hmp_gingiva","R05",17,100,1000,451,1000,FALSE
"A","house","hmp_gingiva","R05",18,100,1000,491,1000,FALSE
"A","house","hmp_gingiva","R05",18,100,1000,491,1000,FALSE
"A","house","hmp_gingiva","R05",19,100,1000,432,1000,FALSE
"A","house","hmp_gingiva","R05",19,100,1000,432,1000,FALSE
"A","house","hmp_gingiva","R05",20,100,1000,420,1000,FALSE
"A","house","hmp_gingiva","R05",20,100,1000,420,1000,FALSE
"A","house","hmp_gingiva","R06",1,100,500,254,500,FALSE
"A","house","hmp_gingiva","R06",1,100,500,254,500,FALSE
"A","house","hmp_gingiva","R06",2,100,500,273,500,FALSE
"A","house","hmp_gingiva","R06",2,100,500,273,500,FALSE
"A","house","hmp_gingiva","R06",3,100,500,256,500,FALSE
"A","house","hmp_gingiva","R06",3,100,500,256,500,FALSE
"A","house","hmp_gingiva","R06",4,100,500,281,500,FALSE
"A","house","hmp_gingiva","R06",4,100,500,281,500,FALSE
"A","house","hmp_gingiva","R06",5,100,500,271,500,FALSE
"A","house","hmp_gingiva","R06",5,100,500,271,500,FALSE
"A","house","hmp_gingiva","R06",6,100,500,281,500,FALSE
"A","house","hmp_gingiva","R06",6,100,500,281,500,FALSE
"A","house","hmp_gingiva","R06",7,100,500,259,500,FALSE
"A","house","hmp_gingiva","R06",7,100,500,259,500,FALSE
"A","house","hmp_gingiva","R06",8,100,500,250,500,FALSE
"A","house","hmp_gingiva","R06",8,100,500,250,500,FALSE
"A","house","hmp_gingiva","R06",9,100,500,279,500,FALSE
"A","house","hmp_gingiva","R06",9,100,500,279,500,FALSE
"A","house","hmp_gingiva","R06",10,100,500,279,500,FALSE
"A","house","hmp_gingiva","R06",10,100,500,279,500,FALSE
"A","house","hmp_gingiva","R06",11,100,500,274,500,FALSE
"A","house","hmp_gingiva","R06",11,100,500,274,500,FALSE
"A","house","hmp_gingiva","R06",12,100,500,314,500,FALSE
"A","house","hmp_gingiva","R06",12,100,500,314,500,FALSE
"A","house","hmp_gingiva","R06",13,100,500,244,500,FALSE
"A","house","hmp_gingiva","R06",13,100,500,244,500,FALSE
"A","house","hmp_gingiva","R06",14,100,500,264,500,FALSE
"A","house","hmp_gingiva","R06",14,100,500,264,500,FALSE
"A","house","hmp_gingiva","R06",15,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",15,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",16,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",16,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",17,100,500,253,500,FALSE
"A","house","hmp_gingiva","R06",17,100,500,253,500,FALSE
"A","house","hmp_gingiva","R06",18,100,500,290,500,FALSE
"A","house","hmp_gingiva","R06",18,100,500,290,500,FALSE
"A","house","hmp_gingiva","R06",19,100,500,288,500,FALSE
"A","house","hmp_gingiva","R06",19,100,500,288,500,FALSE
"A","house","hmp_gingiva","R06",20,100,500,298,500,FALSE
"A","house","hmp_gingiva","R06",20,100,500,298,500,FALSE
"A","house","hmp_gingiva","R06",21,100,500,293,500,FALSE
"A","house","hmp_gingiva","R06",21,100,500,293,500,FALSE
"A","house","hmp_gingiva","R06",22,100,500,290,500,FALSE
"A","house","hmp_gingiva","R06",22,100,500,290,500,FALSE
"A","house","hmp_gingiva","R06",23,100,500,291,500,FALSE
"A","house","hmp_gingiva","R06",23,100,500,291,500,FALSE
"A","house","hmp_gingiva","R06",24,100,500,277,500,FALSE
"A","house","hmp_gingiva","R06",24,100,500,277,500,FALSE
"A","house","hmp_gingiva","R06",25,100,500,273,500,FALSE
"A","house","hmp_gingiva","R06",25,100,500,273,500,FALSE
"A","house","hmp_gingiva","R06",26,100,500,293,500,FALSE
"A","house","hmp_gingiva","R06",26,100,500,293,500,FALSE
"A","house","hmp_gingiva","R06",27,100,500,253,500,FALSE
"A","house","hmp_gingiva","R06",27,100,500,253,500,FALSE
"A","house","hmp_gingiva","R06",28,100,500,291,500,FALSE
"A","house","hmp_gingiva","R06",28,100,500,291,500,FALSE
"A","house","hmp_gingiva","R06",29,100,500,255,500,FALSE
"A","house","hmp_gingiva","R06",29,100,500,255,500,FALSE
"A","house","hmp_gingiva","R06",30,100,500,283,500,FALSE
"A","house","hmp_gingiva","R06",30,100,500,283,500,FALSE
"A","house","hmp_gingiva","R06",31,100,500,248,500,FALSE
"A","house","hmp_gingiva","R06",31,100,500,248,500,FALSE
"A","house","hmp_gingiva","R06",32,100,500,278,500,FALSE
"A","house","hmp_gingiva","R06",32,100,500,278,500,FALSE
"A","house","hmp_gingiva","R06",33,100,500,279,500,FALSE
"A","house","hmp_gingiva","R06",33,100,500,279,500,FALSE
"A","house","hmp_gingiva","R06",34,100,500,283,500,FALSE
"A","house","hmp_gingiva","R06",34,100,500,283,500,FALSE
"A","house","hmp_gingiva","R06",35,100,500,263,500,FALSE
"A","house","hmp_gingiva","R06",35,100,500,263,500,FALSE
"A","house","hmp_gingiva","R06",36,100,500,299,500,FALSE
"A","house","hmp_gingiva","R06",36,100,500,299,500,FALSE
"A","house","hmp_gingiva","R06",37,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",37,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",38,100,500,288,500,FALSE
"A","house","hmp_gingiva","R06",38,100,500,288,500,FALSE
"A","house","hmp_gingiva","R06",39,100,500,261,500,FALSE
"A","house","hmp_gingiva","R06",39,100,500,261,500,FALSE
"A","house","hmp_gingiva","R06",40,100,500,269,500,FALSE
"A","house","hmp_gingiva","R06",40,100,500,269,500,FALSE
"A","house","hmp_gingiva","R06",41,100,500,278,500,FALSE
"A","house","hmp_gingiva","R06",41,100,500,278,500,FALSE
"A","house","hmp_gingiva","R06",42,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",42,100,500,280,500,FALSE
"A","house","hmp_gingiva","R06",43,100,500,272,500,FALSE
"A","house","hmp_gingiva","R06",43,100,500,272,500,FALSE
"A","house","hmp_gingiva","R06",44,100,500,266,500,FALSE
"A","house","hmp_gingiva","R06",44,100,500,266,500,FALSE
"A","house","hmp_gingiva","R06",45,100,500,237,500,FALSE
"A","house","hmp_gingiva","R06",45,100,500,237,500,FALSE
"A","house","hmp_gingiva","R06",46,100,500,260,500,FALSE
"A","house","hmp_gingiva","R06",46,100,500,260,500,FALSE
"A","house","hmp_gingiva","R06",47,100,500,272,500,FALSE
"A","house","hmp_gingiva","R06",47,100,500,272,500,FALSE
"A","house","hmp_gingiva","R06",48,100,500,285,500,FALSE
"A","house","hmp_gingiva","R06",48,100,500,285,500,FALSE
"A","house","hmp_gingiva","R06",49,100,500,250,500,FALSE
"A","house","hmp_gingiva","R06",49,100,500,250,500,FALSE
"A","house","hmp_gingiva","R06",50,100,500,264,500,FALSE
"A","house","hmp_gingiva","R06",50,100,500,264,500,FALSE
"A","house","hmp_gingiva","R07",1,100,500,265,500,FALSE
"A","house","hmp_gingiva","R07",1,100,500,265,500,FALSE
"A","house","hmp_gingiva","R07",2,100,500,266,500,FALSE
"A","house","hmp_gingiva","R07",2,100,500,266,500,FALSE
"A","house","hmp_gingiva","R07",3,100,500,255,500,FALSE
"A","house","hmp_gingiva","R07",3,100,500,255,500,FALSE
"A","house","hmp_gingiva","R07",4,100,500,262,500,FALSE
"A","house","hmp_gingiva","R07",4,100,500,262,500,FALSE
"A","house","hmp_gingiva","R07",5,100,500,271,500,FALSE
"A","house","hmp_gingiva","R07",5,100,500,271,500,FALSE
"A","house","hmp_gingiva","R07",6,100,500,248,500,FALSE
"A","house","hmp_gingiva","R07",6,100,500,248,500,FALSE
"A","house","hmp_gingiva","R07",7,100,500,254,500,FALSE
"A","house","hmp_gingiva","R07",7,100,500,254,500,FALSE
"A","house","hmp_gingiva","R07",8,100,500,247,500,FALSE
"A","house","hmp_gingiva","R07",8,100,500,247,500,FALSE
"A","house","hmp_gingiva","R07",9,100,500,261,500,FALSE
"A","house","hmp_gingiva","R07",9,100,500,261,500,FALSE
"A","house","hmp_gingiva","R07",10,100,500,266,500,FALSE
"A","house","hmp_gingiva","R07",10,100,500,266,500,FALSE
"A","house","hmp_gingiva","R07",11,100,500,258,500,FALSE
"A","house","hmp_gingiva","R07",11,100,500,258,500,FALSE
"A","house","hmp_gingiva","R07",12,100,500,286,500,FALSE
"A","house","hmp_gingiva","R07",12,100,500,286,500,FALSE
"A","house","hmp_gingiva","R07",13,100,500,275,500,FALSE
"A","house","hmp_gingiva","R07",13,100,500,275,500,FALSE
"A","house","hmp_gingiva","R07",14,100,500,278,500,FALSE
"A","house","hmp_gingiva","R07",14,100,500,278,500,FALSE
"A","house","hmp_gingiva","R07",15,100,500,272,500,FALSE
"A","house","hmp_gingiva","R07",15,100,500,272,500,FALSE
"A","house","hmp_gingiva","R07",16,100,500,260,500,FALSE
"A","house","hmp_gingiva","R07",16,100,500,260,500,FALSE
"A","house","hmp_gingiva","R07",17,100,500,241,500,FALSE
"A","house","hmp_gingiva","R07",17,100,500,241,500,FALSE
"A","house","hmp_gingiva","R07",18,100,500,250,500,FALSE
"A","house","hmp_gingiva","R07",18,100,500,250,500,FALSE
"A","house","hmp_gingiva","R07",19,100,500,268,500,FALSE
"A","house","hmp_gingiva","R07",19,100,500,268,500,FALSE
"A","house","hmp_gingiva","R07",20,100,500,289,500,FALSE
"A","house","hmp_gingiva","R07",20,100,500,289,500,FALSE
"A","house","hmp_gingiva","R08",1,100,500,271,500,FALSE
"A","house","hmp_gingiva","R08",1,100,500,271,500,FALSE
"A","house","hmp_gingiva","R08",2,100,500,274,500,FALSE
"A","house","hmp_gingiva","R08",2,100,500,274,500,FALSE
"A","house","hmp_gingiva","R08",3,100,500,294,500,FALSE
"A","house","hmp_gingiva","R08",3,100,500,294,500,FALSE
"A","house","hmp_gingiva","R08",4,100,500,281,500,FALSE
"A","house","hmp_gingiva","R08",4,100,500,281,500,FALSE
"A","house","hmp_gingiva","R08",5,100,500,221,500,FALSE
"A","house","hmp_gingiva","R08",5,100,500,221,500,FALSE
"A","house","hmp_gingiva","R08",6,100,500,293,500,FALSE
"A","house","hmp_gingiva","R08",6,100,500,293,500,FALSE
"A","house","hmp_gingiva","R08",7,100,500,268,500,FALSE
"A","house","hmp_gingiva","R08",7,100,500,268,500,FALSE
"A","house","hmp_gingiva","R08",8,100,500,251,500,FALSE
"A","house","hmp_gingiva","R08",8,100,500,251,500,FALSE
"A","house","hmp_gingiva","R08",9,100,500,276,500,FALSE
"A","house","hmp_gingiva","R08",9,100,500,276,500,FALSE
"A","house","hmp_gingiva","R08",10,100,500,305,500,FALSE
"A","house","hmp_gingiva","R08",10,100,500,305,500,FALSE
"A","house","hmp_gingiva","R08",11,100,500,293,500,FALSE
"A","house","hmp_gingiva","R08",11,100,500,293,500,FALSE
"A","house","hmp_gingiva","R08",12,100,500,274,500,FALSE
"A","house","hmp_gingiva","R08",12,100,500,274,500,FALSE
"A","house","hmp_gingiva","R08",13,100,500,257,500,FALSE
"A","house","hmp_gingiva","R08",13,100,500,257,500,FALSE
"A","house","hmp_gingiva","R08",14,100,500,293,500,FALSE
"A","house","hmp_gingiva","R08",14,100,500,293,500,FALSE
"A","house","hmp_gingiva","R08",15,100,500,287,500,FALSE
"A","house","hmp_gingiva","R08",15,100,500,287,500,FALSE
"A","house","hmp_gingiva","R08",16,100,500,303,500,FALSE
"A","house","hmp_gingiva","R08",16,100,500,303,500,FALSE
"A","house","hmp_gingiva","R08",17,100,500,272,500,FALSE
"A","house","hmp_gingiva","R08",17,100,500,272,500,FALSE
"A","house","hmp_gingiva","R08",18,100,500,266,500,FALSE
"A","house","hmp_gingiva","R08",18,100,500,266,500,FALSE
"A","house","hmp_gingiva","R08",19,100,500,263,500,FALSE
"A","house","hmp_gingiva","R08",19,100,500,263,500,FALSE
"A","house","hmp_gingiva","R08",20,100,500,272,500,FALSE
"A","house","hmp_gingiva","R08",20,100,500,272,500,FALSE
"A","house","hmp_gingiva","R09",1,100,500,275,500,FALSE
"A","house","hmp_gingiva","R09",1,100,500,275,500,FALSE
"A","house","hmp_gingiva","R09",2,100,500,277,500,FALSE
"A","house","hmp_gingiva","R09",2,100,500,277,500,FALSE
"A","house","hmp_gingiva","R09",3,100,500,274,500,FALSE
"A","house","hmp_gingiva","R09",3,100,500,274,500,FALSE
"A","house","hmp_gingiva","R09",4,100,500,281,500,FALSE
"A","house","hmp_gingiva","R09",4,100,500,281,500,FALSE
"A","house","hmp_gingiva","R09",5,100,500,296,500,FALSE
"A","house","hmp_gingiva","R09",5,100,500,296,500,FALSE
"A","house","hmp_gingiva","R09",6,100,500,281,500,FALSE
"A","house","hmp_gingiva","R09",6,100,500,281,500,FALSE
"A","house","hmp_gingiva","R09",7,100,500,278,500,FALSE
